smiles,pka_values,functional_groups,mapping,pka_matrix
CCCCCN,[10.63],"[{'type': 'PrimaryAmine', 'indices': [5]}]","{'10.63': {'type': 'PrimaryAmine', 'indices': [5]}}","[(5, 10.63)]"
CCCCCSCC(O)=O,[3.64],"[{'type': 'COOH', 'indices': [8]}]","{'3.64': {'type': 'COOH', 'indices': [8]}}","[(8, 3.64)]"
CCCCN,[10.66],"[{'type': 'PrimaryAmine', 'indices': [4]}]","{'10.66': {'type': 'PrimaryAmine', 'indices': [4]}}","[(4, 10.66)]"
CCCCN1C=CC=C(O)C1=O,[9.06],"[{'type': 'Phenol', 'indices': [9]}, {'type': 'Pyridine', 'indices': [4]}]","{'9.06': {'type': 'Phenol', 'indices': [9]}}","[(9, 9.06)]"
CCCCOC(=O)CN,[7.78],"[{'type': 'PrimaryAmine', 'indices': [8]}]","{'7.78': {'type': 'PrimaryAmine', 'indices': [8]}}","[(8, 7.78)]"
Nc1cccc2cccnc12,[3.98],"[{'type': 'Pyridine', 'indices': [9]}, {'type': 'Aniline', 'indices': [0]}]","{'3.98': {'type': 'Aniline', 'indices': [0]}}","[(0, 3.98)]"
Nc1ccccc1[S](O)(=O)=O,[2.29],"[{'type': 'SulfonicAcid', 'indices': [8]}, {'type': 'Aniline', 'indices': [0]}]","{'2.29': {'type': 'SulfonicAcid', 'indices': [8]}}","[(8, 2.29)]"
Nc1cccnc1,[6.05],"[{'type': 'Pyridine', 'indices': [5]}, {'type': 'Aniline', 'indices': [0]}]","{'6.05': {'type': 'Pyridine', 'indices': [5]}}","[(5, 6.05)]"
Nc1ncnc2n(cnc12)[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O,[3.55],"[{'type': 'ImidazoleLike', 'indices': [6]}, {'type': 'ImidazoleLike', 'indices': [8]}, {'type': 'Aniline', 'indices': [0]}, {'type': 'AliphaticRingAlcohol', 'indices': [16]}, {'type': 'AliphaticRingAlcohol', 'indices': [18]}]","{'3.55': {'type': 'Aniline', 'indices': [0]}}","[(0, 3.55)]"
Nc1ncnc2n(cnc12)[C@H]3C[C@H](O)[C@@H](CO)O3,[3.77],"[{'type': 'ImidazoleLike', 'indices': [6]}, {'type': 'ImidazoleLike', 'indices': [8]}, {'type': 'Aniline', 'indices': [0]}, {'type': 'AliphaticRingAlcohol', 'indices': [13]}]","{'3.77': {'type': 'Aniline', 'indices': [0]}}","[(0, 3.77)]"
CCc1[nH]ccn1,[7.87],"[{'type': 'Imidazole', 'indices': [6]}]","{'7.87': {'type': 'Imidazole', 'indices': [6]}}","[(6, 7.87)]"
CCc1ccc(C)nc1,[6.43],"[{'type': 'Pyridine', 'indices': [7]}]","{'6.43': {'type': 'Pyridine', 'indices': [7]}}","[(7, 6.43)]"
CCc1ccncc1,[6.06],"[{'type': 'Pyridine', 'indices': [5]}]","{'6.06': {'type': 'Pyridine', 'indices': [5]}}","[(5, 6.06)]"
CN,[10.65],"[{'type': 'PrimaryAmine', 'indices': [1]}]","{'10.65': {'type': 'PrimaryAmine', 'indices': [1]}}","[(1, 10.65)]"
CN(C)c1ccc(cc1)[S](O)(=O)=O,[3.37],"[{'type': 'SulfonicAcid', 'indices': [10]}, {'type': 'TertiaryAmine', 'indices': [1]}]","{'3.37': {'type': 'SulfonicAcid', 'indices': [10]}}","[(10, 3.37)]"
CN(CC(=O)NCC(O)=O)C(=O)CN,[8.23],"[{'type': 'COOH', 'indices': [8]}, {'type': 'PrimaryAmine', 'indices': [13]}]","{'8.23': {'type': 'PrimaryAmine', 'indices': [13]}}","[(13, 8.23)]"
CN1C=CC=C(O)C1=O,[8.89],"[{'type': 'Phenol', 'indices': [6]}, {'type': 'Pyridine', 'indices': [1]}]","{'8.89': {'type': 'Phenol', 'indices': [6]}}","[(6, 8.89)]"
OC(=O)C(=O)Cc1ccccc1,[2.33],"[{'type': 'COOH', 'indices': [0]}]","{'2.33': {'type': 'COOH', 'indices': [0]}}","[(0, 2.33)]"
OC(=O)C1(O)CCCC1,[3.97],"[{'type': 'COOH', 'indices': [0]}, {'type': 'AliphaticRingAlcohol', 'indices': [4]}]","{'3.97': {'type': 'COOH', 'indices': [0]}}","[(0, 3.97)]"
OC(=O)C1(O)CCCCC1,[3.98],"[{'type': 'COOH', 'indices': [0]}, {'type': 'AliphaticRingAlcohol', 'indices': [4]}]","{'3.98': {'type': 'COOH', 'indices': [0]}}","[(0, 3.98)]"
OC(=O)C1(O)CCCCCC1,[4.03],"[{'type': 'COOH', 'indices': [0]}, {'type': 'AliphaticRingAlcohol', 'indices': [4]}]","{'4.03': {'type': 'COOH', 'indices': [0]}}","[(0, 4.03)]"
OC(=O)C1=C(C(=O)NC(=O)N1)[N+]([O-])=O,[4.83],"[{'type': 'COOH', 'indices': [0]}]","{'4.83': {'type': 'COOH', 'indices': [0]}}","[(0, 4.83)]"
CC[C@H]1[C@H](COC1=O)Cc2cncn2C,[7.12],"[{'type': 'ImidazoleLike', 'indices': [11]}, {'type': 'ImidazoleLike', 'indices': [13]}]","{'7.12': {'type': 'ImidazoleLike', 'indices': [11]}}","[(11, 7.12)]"
OC(=O)C=O,[3.05],"[{'type': 'COOH', 'indices': [0]}]","{'3.05': {'type': 'COOH', 'indices': [0]}}","[(0, 3.05)]"
OC(=O)CBr,[2.71],"[{'type': 'COOH', 'indices': [0]}]","{'2.71': {'type': 'COOH', 'indices': [0]}}","[(0, 2.71)]"
OC(=O)CCBr,[3.79],"[{'type': 'COOH', 'indices': [0]}]","{'3.79': {'type': 'COOH', 'indices': [0]}}","[(0, 3.79)]"
OC(=O)CCI,[3.9],"[{'type': 'COOH', 'indices': [0]}]","{'3.9': {'type': 'COOH', 'indices': [0]}}","[(0, 3.9)]"
OC(=O)CI,[2.98],"[{'type': 'COOH', 'indices': [0]}]","{'2.98': {'type': 'COOH', 'indices': [0]}}","[(0, 2.98)]"
COC(=O)C(N)C(C)C,[7.48],"[{'type': 'PrimaryAmine', 'indices': [5]}]","{'7.48': {'type': 'PrimaryAmine', 'indices': [5]}}","[(5, 7.48)]"
COC(=O)C(N)CC(C)C,[7.63],"[{'type': 'PrimaryAmine', 'indices': [5]}]","{'7.63': {'type': 'PrimaryAmine', 'indices': [5]}}","[(5, 7.63)]"
COC(=O)C(N)CCSC,[7.1],"[{'type': 'PrimaryAmine', 'indices': [5]}]","{'7.1': {'type': 'PrimaryAmine', 'indices': [5]}}","[(5, 7.1)]"
COC(=O)C(N)CO,[7.07],"[{'type': 'PrimaryAmine', 'indices': [5]}]","{'7.07': {'type': 'PrimaryAmine', 'indices': [5]}}","[(5, 7.07)]"
NCCCCc1ccccc1,[10.42],"[{'type': 'PrimaryAmine', 'indices': [0]}]","{'10.42': {'type': 'PrimaryAmine', 'indices': [0]}}","[(0, 10.42)]"
NCCCO,[10.11],"[{'type': 'PrimaryAmine', 'indices': [0]}]","{'10.11': {'type': 'PrimaryAmine', 'indices': [0]}}","[(0, 10.11)]"
NCCCc1ccccc1,[10.32],"[{'type': 'PrimaryAmine', 'indices': [0]}]","{'10.32': {'type': 'PrimaryAmine', 'indices': [0]}}","[(0, 10.32)]"
NCCC(=O)NCCC(N)=O,[9.21],"[{'type': 'PrimaryAmine', 'indices': [0]}]","{'9.21': {'type': 'PrimaryAmine', 'indices': [0]}}","[(0, 9.21)]"
CNC(=O)[C@@H](N)CC(C)C,[7.72],"[{'type': 'PrimaryAmine', 'indices': [5]}]","{'7.72': {'type': 'PrimaryAmine', 'indices': [5]}}","[(5, 7.72)]"
CNC(=O)[C@@H](N)CCSC,[7.33],"[{'type': 'PrimaryAmine', 'indices': [5]}]","{'7.33': {'type': 'PrimaryAmine', 'indices': [5]}}","[(5, 7.33)]"
CNC(=O)[C@H](CCSC)NC(=O)[C@@H](N)Cc1ccccc1,[7.15],"[{'type': 'PrimaryAmine', 'indices': [13]}]","{'7.15': {'type': 'PrimaryAmine', 'indices': [13]}}","[(13, 7.15)]"
COC(=O)C(C)N,[7.76],"[{'type': 'PrimaryAmine', 'indices': [6]}]","{'7.76': {'type': 'PrimaryAmine', 'indices': [6]}}","[(6, 7.76)]"
Nc1ccc(cc1)[S](O)(=O)=O,[3.01],"[{'type': 'SulfonicAcid', 'indices': [8]}, {'type': 'Aniline', 'indices': [0]}]","{'3.01': {'type': 'Aniline', 'indices': [0]}}","[(0, 3.01)]"
Nc1cccc(c1)[S](O)(=O)=O,[3.55],"[{'type': 'SulfonicAcid', 'indices': [8]}, {'type': 'Aniline', 'indices': [0]}]","{'3.55': {'type': 'Aniline', 'indices': [0]}}","[(0, 3.55)]"
N[C@@H](CO)C(N)=O,[7.18],"[{'type': 'PrimaryAmine', 'indices': [0]}]","{'7.18': {'type': 'PrimaryAmine', 'indices': [0]}}","[(0, 7.18)]"
NCCO,[9.52],"[{'type': 'PrimaryAmine', 'indices': [0]}]","{'9.52': {'type': 'PrimaryAmine', 'indices': [0]}}","[(0, 9.52)]"
NCCc1ccccc1,[9.92],"[{'type': 'PrimaryAmine', 'indices': [0]}]","{'9.92': {'type': 'PrimaryAmine', 'indices': [0]}}","[(0, 9.92)]"
NCc1ccc(cc1)C#N,[8.61],"[{'type': 'PrimaryAmine', 'indices': [0]}]","{'8.61': {'type': 'PrimaryAmine', 'indices': [0]}}","[(0, 8.61)]"
NCc1ccc(cc1)C(F)(F)F,[8.84],"[{'type': 'PrimaryAmine', 'indices': [0]}]","{'8.84': {'type': 'PrimaryAmine', 'indices': [0]}}","[(0, 8.84)]"
NCc1ccccc1,[9.4],"[{'type': 'PrimaryAmine', 'indices': [0]}]","{'9.4': {'type': 'PrimaryAmine', 'indices': [0]}}","[(0, 9.4)]"
Nc1ncnc2nc[nH]c12,[4.22],"[{'type': 'Imidazole', 'indices': [6]}, {'type': 'Aniline', 'indices': [0]}]","{'4.22': {'type': 'Aniline', 'indices': [0]}}","[(0, 4.22)]"
O=C1CCNCCNC(=O)CC(=O)NCCN1,[8.26],"[{'type': 'SecondaryAmine', 'indices': [4]}]","{'8.26': {'type': 'SecondaryAmine', 'indices': [4]}}","[(4, 8.26)]"
N[C@@H](Cc1ccccc1)C(N)=O,[7.26],"[{'type': 'PrimaryAmine', 'indices': [0]}]","{'7.26': {'type': 'PrimaryAmine', 'indices': [0]}}","[(0, 7.26)]"
N[C@@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,[7.57],"[{'type': 'PrimaryAmine', 'indices': [0]}, {'type': 'AliphaticRingAlcohol', 'indices': [3]}, {'type': 'AliphaticRingAlcohol', 'indices': [9]}, {'type': 'AliphaticRingAlcohol', 'indices': [11]}]","{'7.57': {'type': 'PrimaryAmine', 'indices': [0]}}","[(0, 7.57)]"
N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,[7.58],"[{'type': 'PrimaryAmine', 'indices': [0]}, {'type': 'AliphaticRingAlcohol', 'indices': [3]}, {'type': 'AliphaticRingAlcohol', 'indices': [9]}, {'type': 'AliphaticRingAlcohol', 'indices': [11]}]","{'7.58': {'type': 'PrimaryAmine', 'indices': [0]}}","[(0, 7.58)]"
N[C@H]1C(O)O[C@H](CO)[C@H](O)[C@@H]1O,[7.72],"[{'type': 'PrimaryAmine', 'indices': [0]}, {'type': 'AliphaticRingAlcohol', 'indices': [3]}, {'type': 'AliphaticRingAlcohol', 'indices': [9]}, {'type': 'AliphaticRingAlcohol', 'indices': [11]}]","{'7.72': {'type': 'PrimaryAmine', 'indices': [0]}}","[(0, 7.72)]"
Nc1ccc(Br)cn1,[4.91],"[{'type': 'Pyridine', 'indices': [7]}, {'type': 'Aniline', 'indices': [0]}]","{'4.91': {'type': 'Aniline', 'indices': [0]}}","[(0, 4.91)]"
COC(=O)CNC(=O)CN,[7.78],"[{'type': 'PrimaryAmine', 'indices': [9]}]","{'7.78': {'type': 'PrimaryAmine', 'indices': [9]}}","[(9, 7.78)]"
COC(=O)CS,[7.99],"[{'type': 'Thiol', 'indices': [5]}]","{'7.99': {'type': 'Thiol', 'indices': [5]}}","[(5, 7.99)]"
COC(=O)C[C@H](N)C([O-])=O,[8.5],"[{'type': 'PrimaryAmine', 'indices': [6]}]","{'8.5': {'type': 'PrimaryAmine', 'indices': [6]}}","[(6, 8.5)]"
COC(=O)[C@@H](N)Cc1c[nH]c2ccccc12,[7.3],"[{'type': 'Indole', 'indices': [9]}, {'type': 'PrimaryAmine', 'indices': [5]}]","{'7.3': {'type': 'PrimaryAmine', 'indices': [5]}}","[(5, 7.3)]"
COC(=O)[C@@H](N)Cc1ccccc1,[7.03],"[{'type': 'PrimaryAmine', 'indices': [5]}]","{'7.03': {'type': 'PrimaryAmine', 'indices': [5]}}","[(5, 7.03)]"
COC(=O)c1ccc2cccc(O)c2n1,[9.14],"[{'type': 'Phenol', 'indices': [12]}, {'type': 'Pyridine', 'indices': [14]}]","{'9.14': {'type': 'Phenol', 'indices': [12]}}","[(12, 9.14)]"
NCC(=O)N1CCC[C@H]1C(=O)N[C@H](Cc2ccccc2)C(=O)NCC(O)=O,[8.64],"[{'type': 'COOH', 'indices': [25]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'8.64': {'type': 'PrimaryAmine', 'indices': [0]}}","[(0, 8.64)]"
COC(=O)CCC(N)C(=O)OC,[7.03],"[{'type': 'PrimaryAmine', 'indices': [7]}]","{'7.03': {'type': 'PrimaryAmine', 'indices': [7]}}","[(7, 7.03)]"
COC(=O)CCCN,[9.84],"[{'type': 'PrimaryAmine', 'indices': [7]}]","{'9.84': {'type': 'PrimaryAmine', 'indices': [7]}}","[(7, 9.84)]"
COC(=O)CCN,[9.17],"[{'type': 'PrimaryAmine', 'indices': [6]}]","{'9.17': {'type': 'PrimaryAmine', 'indices': [6]}}","[(6, 9.17)]"
COC(=O)CN,[7.66],"[{'type': 'PrimaryAmine', 'indices': [5]}]","{'7.66': {'type': 'PrimaryAmine', 'indices': [5]}}","[(5, 7.66)]"
COC(=O)CN(C)C(=O)CN,[8.01],"[{'type': 'PrimaryAmine', 'indices': [10]}]","{'8.01': {'type': 'PrimaryAmine', 'indices': [10]}}","[(10, 8.01)]"
NC1=NC(=O)N(C=C1)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O,[4.09],"[{'type': 'Aniline', 'indices': [0]}, {'type': 'AliphaticRingAlcohol', 'indices': [14]}, {'type': 'AliphaticRingAlcohol', 'indices': [16]}]","{'4.09': {'type': 'Aniline', 'indices': [0]}}","[(0, 4.09)]"
NC1=NC(=O)NC=C1,[4.57],"[{'type': 'Aniline', 'indices': [0]}]","{'4.57': {'type': 'Aniline', 'indices': [0]}}","[(0, 4.57)]"
NC1CCCC1,[10.63],"[{'type': 'PrimaryAmine', 'indices': [0]}]","{'10.63': {'type': 'PrimaryAmine', 'indices': [0]}}","[(0, 10.63)]"
NC1CCCCC1,[10.62],"[{'type': 'PrimaryAmine', 'indices': [0]}]","{'10.62': {'type': 'PrimaryAmine', 'indices': [0]}}","[(0, 10.62)]"
NCC(=O)N1CCC[C@H]1C(=O)NCC(=O)N[C@@H](Cc2ccccc2)C(O)=O,[8.33],"[{'type': 'COOH', 'indices': [25]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'8.33': {'type': 'PrimaryAmine', 'indices': [0]}}","[(0, 8.33)]"
NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)NCC(O)=O,[8.29],"[{'type': 'COOH', 'indices': [25]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'8.29': {'type': 'PrimaryAmine', 'indices': [0]}}","[(0, 8.29)]"
NCCC(N)=O,[9.2],"[{'type': 'PrimaryAmine', 'indices': [0]}]","{'9.2': {'type': 'PrimaryAmine', 'indices': [0]}}","[(0, 9.2)]"
NCCCCCc1ccccc1,[10.55],"[{'type': 'PrimaryAmine', 'indices': [0]}]","{'10.55': {'type': 'PrimaryAmine', 'indices': [0]}}","[(0, 10.55)]"
NCC(=O)NCC(=O)NCC(N)=O,[7.75],"[{'type': 'PrimaryAmine', 'indices': [0]}]","{'7.75': {'type': 'PrimaryAmine', 'indices': [0]}}","[(0, 7.75)]"
NCC(=O)NCC(N)=O,[7.78],"[{'type': 'PrimaryAmine', 'indices': [0]}]","{'7.78': {'type': 'PrimaryAmine', 'indices': [0]}}","[(0, 7.78)]"
NCC(=O)NCCC(N)=O,[7.83],"[{'type': 'PrimaryAmine', 'indices': [0]}]","{'7.83': {'type': 'PrimaryAmine', 'indices': [0]}}","[(0, 7.83)]"
NCC(N)=O,[7.98],"[{'type': 'PrimaryAmine', 'indices': [0]}]","{'7.98': {'type': 'PrimaryAmine', 'indices': [0]}}","[(0, 7.98)]"
NCC(O)c1ccccc1,[8.79],"[{'type': 'PrimaryAmine', 'indices': [0]}]","{'8.79': {'type': 'PrimaryAmine', 'indices': [0]}}","[(0, 8.79)]"
NCCC(=O)NCC(N)=O,[9.14],"[{'type': 'PrimaryAmine', 'indices': [0]}]","{'9.14': {'type': 'PrimaryAmine', 'indices': [0]}}","[(0, 9.14)]"
NC(=O)Cc1ccncc1,[5.08],"[{'type': 'Pyridine', 'indices': [7]}]","{'5.08': {'type': 'Pyridine', 'indices': [7]}}","[(7, 5.08)]"
NC(=O)[C@@H]1CCCN1,[8.69],"[{'type': 'SecondaryAmine', 'indices': [7]}]","{'8.69': {'type': 'SecondaryAmine', 'indices': [7]}}","[(7, 8.69)]"
NC(=O)c1cccnc1,[3.31],"[{'type': 'Pyridine', 'indices': [7]}]","{'3.31': {'type': 'Pyridine', 'indices': [7]}}","[(7, 3.31)]"
NC(CO)(CO)CO,[8.1],"[{'type': 'PrimaryAmine', 'indices': [0]}]","{'8.1': {'type': 'PrimaryAmine', 'indices': [0]}}","[(0, 8.1)]"
COc1ccc(N)cc1,[5.33],"[{'type': 'Aniline', 'indices': [6]}]","{'5.33': {'type': 'Aniline', 'indices': [6]}}","[(6, 5.33)]"
COc1ccc(O)cc1,[9.96],"[{'type': 'Phenol', 'indices': [6]}]","{'9.96': {'type': 'Phenol', 'indices': [6]}}","[(6, 9.96)]"
NC(=O)CCCc1ccccn1,[5.48],"[{'type': 'Pyridine', 'indices': [11]}]","{'5.48': {'type': 'Pyridine', 'indices': [11]}}","[(11, 5.48)]"
NC(=O)CCCc1cccnc1,[5.33],"[{'type': 'Pyridine', 'indices': [10]}]","{'5.33': {'type': 'Pyridine', 'indices': [10]}}","[(10, 5.33)]"
NC(=O)CCCc1ccncc1,[5.64],"[{'type': 'Pyridine', 'indices': [9]}]","{'5.64': {'type': 'Pyridine', 'indices': [9]}}","[(9, 5.64)]"
NC(=O)CCc1ccccn1,[5.09],"[{'type': 'Pyridine', 'indices': [10]}]","{'5.09': {'type': 'Pyridine', 'indices': [10]}}","[(10, 5.09)]"
NC(=O)CCc1cccnc1,[5.21],"[{'type': 'Pyridine', 'indices': [9]}]","{'5.21': {'type': 'Pyridine', 'indices': [9]}}","[(9, 5.21)]"
NC(=O)CCc1ccncc1,[5.58],"[{'type': 'Pyridine', 'indices': [8]}]","{'5.58': {'type': 'Pyridine', 'indices': [8]}}","[(8, 5.58)]"
NC(=O)Cc1ccccn1,[4.34],"[{'type': 'Pyridine', 'indices': [9]}]","{'4.34': {'type': 'Pyridine', 'indices': [9]}}","[(9, 4.34)]"
NC(=O)Cc1cccnc1,[4.72],"[{'type': 'Pyridine', 'indices': [8]}]","{'4.72': {'type': 'Pyridine', 'indices': [8]}}","[(8, 4.72)]"
N(c1ccccn1)c2ccccn2,[7.03],"[{'type': 'Pyridine', 'indices': [6]}, {'type': 'Pyridine', 'indices': [12]}, {'type': 'SecondaryAmine', 'indices': [0]}]","{'7.03': {'type': 'SecondaryAmine', 'indices': [0]}}","[(0, 7.03)]"
NC(=O)CCCCc1ccccn1,[5.73],"[{'type': 'Pyridine', 'indices': [12]}]","{'5.73': {'type': 'Pyridine', 'indices': [12]}}","[(12, 5.73)]"
NC(=O)CCCCc1cccnc1,[5.6],"[{'type': 'Pyridine', 'indices': [11]}]","{'5.6': {'type': 'Pyridine', 'indices': [11]}}","[(11, 5.6)]"
NC(=O)CCCCc1ccncc1,[5.92],"[{'type': 'Pyridine', 'indices': [10]}]","{'5.92': {'type': 'Pyridine', 'indices': [10]}}","[(10, 5.92)]"
COCC(O)=O,[3.32],"[{'type': 'COOH', 'indices': [4]}]","{'3.32': {'type': 'COOH', 'indices': [4]}}","[(4, 3.32)]"
COCCN,[9.45],"[{'type': 'PrimaryAmine', 'indices': [4]}]","{'9.45': {'type': 'PrimaryAmine', 'indices': [4]}}","[(4, 9.45)]"
CO[P](O)(O)=O,[6.25],"[{'type': 'PhosphonicAcid', 'indices': [3]}, {'type': 'PhosphonicAcid', 'indices': [4]}]","{'6.25': {'type': 'PhosphonicAcid', 'indices': [3]}}","[(3, 6.25)]"
COc1ccc(CCN)cc1OC,[9.87],"[{'type': 'PrimaryAmine', 'indices': [8]}]","{'9.87': {'type': 'PrimaryAmine', 'indices': [8]}}","[(8, 9.87)]"
COc1ccc(CN)cc1,[9.56],"[{'type': 'PrimaryAmine', 'indices': [7]}]","{'9.56': {'type': 'PrimaryAmine', 'indices': [7]}}","[(7, 9.56)]"
COc1ccc(N)c(N)c1,[5.1],"[{'type': 'Aniline', 'indices': [6]}, {'type': 'Aniline', 'indices': [8]}]","{'5.1': {'type': 'Aniline', 'indices': [6]}}","[(6, 5.1)]"
Cn1cnc2ncnc(N)c12,[4.13],"[{'type': 'ImidazoleLike', 'indices': [1]}, {'type': 'ImidazoleLike', 'indices': [3]}, {'type': 'Aniline', 'indices': [9]}]","{'4.13': {'type': 'Aniline', 'indices': [9]}}","[(9, 4.13)]"
C[N+](C)(C)CCS,[7.88],"[{'type': 'Thiol', 'indices': [6]}]","{'7.88': {'type': 'Thiol', 'indices': [6]}}","[(6, 7.88)]"
C[Se]c1cccc2cccnc12,[3.15],"[{'type': 'Pyridine', 'indices': [10]}]","{'3.15': {'type': 'Pyridine', 'indices': [10]}}","[(10, 3.15)]"
Cc1[nH]cc(C)n1,[8.4],"[{'type': 'Imidazole', 'indices': [6]}]","{'8.4': {'type': 'Imidazole', 'indices': [6]}}","[(6, 8.4)]"
Cn1ccnc1,[7.1],"[{'type': 'ImidazoleLike', 'indices': [1]}, {'type': 'ImidazoleLike', 'indices': [4]}]","{'7.1': {'type': 'ImidazoleLike', 'indices': [1]}}","[(1, 7.1)]"
Cn1cnc2c(N)ncnc12,[3.9],"[{'type': 'ImidazoleLike', 'indices': [1]}, {'type': 'ImidazoleLike', 'indices': [3]}, {'type': 'Aniline', 'indices': [6]}]","{'3.9': {'type': 'Aniline', 'indices': [6]}}","[(6, 3.9)]"
Cc1ccccc1O,[10.09],"[{'type': 'Phenol', 'indices': [7]}]","{'10.09': {'type': 'Phenol', 'indices': [7]}}","[(7, 10.09)]"
Cc1ccccn1,[5.96],"[{'type': 'Pyridine', 'indices': [6]}]","{'5.96': {'type': 'Pyridine', 'indices': [6]}}","[(6, 5.96)]"
Cc1cccnc1,[5.72],"[{'type': 'Pyridine', 'indices': [5]}]","{'5.72': {'type': 'Pyridine', 'indices': [5]}}","[(5, 5.72)]"
Cc1ccnc(c1)c2cc(C)ccn2,[5.34],"[{'type': 'Pyridine', 'indices': [4]}, {'type': 'Pyridine', 'indices': [13]}]","{'5.34': {'type': 'Pyridine', 'indices': [4]}}","[(4, 5.34)]"
Cc1ccnc2c1ccc3c(C)ccnc23,[5.95],"[{'type': 'Pyridine', 'indices': [4]}, {'type': 'Pyridine', 'indices': [14]}]","{'5.95': {'type': 'Pyridine', 'indices': [4]}}","[(4, 5.95)]"
Cc1ccncc1,[6.05],"[{'type': 'Pyridine', 'indices': [4]}]","{'6.05': {'type': 'Pyridine', 'indices': [4]}}","[(4, 6.05)]"
COc1ccc(cc1)C(O)=O,[4.26],"[{'type': 'COOH', 'indices': [9]}]","{'4.26': {'type': 'COOH', 'indices': [9]}}","[(9, 4.26)]"
COc1cccc(C(O)=O)c1OC,[3.5],"[{'type': 'COOH', 'indices': [8]}]","{'3.5': {'type': 'COOH', 'indices': [8]}}","[(8, 3.5)]"
COc1cccc(c1)C(O)=O,[3.82],"[{'type': 'COOH', 'indices': [9]}]","{'3.82': {'type': 'COOH', 'indices': [9]}}","[(9, 3.82)]"
COc1ccccc1C(O)=O,[3.87],"[{'type': 'COOH', 'indices': [9]}]","{'3.87': {'type': 'COOH', 'indices': [9]}}","[(9, 3.87)]"
CSCC(O)=O,[3.55],"[{'type': 'COOH', 'indices': [4]}]","{'3.55': {'type': 'COOH', 'indices': [4]}}","[(4, 3.55)]"
CSC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O,[9.08],"[{'type': 'COOH', 'indices': [12]}, {'type': 'COOH', 'indices': [19]}, {'type': 'PrimaryAmine', 'indices': [10]}]","{'9.08': {'type': 'PrimaryAmine', 'indices': [10]}}","[(10, 9.08)]"
CSc1ccc(cc1)C(O)=O,[3.9],"[{'type': 'COOH', 'indices': [9]}]","{'3.9': {'type': 'COOH', 'indices': [9]}}","[(9, 3.9)]"
CSc1cccc2cccnc12,[3.42],"[{'type': 'Pyridine', 'indices': [10]}]","{'3.42': {'type': 'Pyridine', 'indices': [10]}}","[(10, 3.42)]"
Oc1ccc2cc(ccc2c1)[S](O)(=O)=O,[8.86],"[{'type': 'SulfonicAcid', 'indices': [12]}, {'type': 'Phenol', 'indices': [0]}]","{'8.86': {'type': 'Phenol', 'indices': [0]}}","[(0, 8.86)]"
Oc1ccc2ccc(cc2c1)[S](O)(=O)=O,[9.0],"[{'type': 'SulfonicAcid', 'indices': [12]}, {'type': 'Phenol', 'indices': [0]}]","{'9.0': {'type': 'Phenol', 'indices': [0]}}","[(0, 9.0)]"
CC(C)(N)C(=O)NC(C)(C)C(=O)NC(C)(C)C(N)=O,[7.76],"[{'type': 'PrimaryAmine', 'indices': [3]}]","{'7.76': {'type': 'PrimaryAmine', 'indices': [3]}}","[(3, 7.76)]"
CC(C)(N)C(=O)NC(C)(C)C(N)=O,[7.93],"[{'type': 'PrimaryAmine', 'indices': [3]}]","{'7.93': {'type': 'PrimaryAmine', 'indices': [3]}}","[(3, 7.93)]"
CC(C)(N)C(N)=O,[8.06],"[{'type': 'PrimaryAmine', 'indices': [3]}]","{'8.06': {'type': 'PrimaryAmine', 'indices': [3]}}","[(3, 8.06)]"
CC(C)(N)CO,[9.72],"[{'type': 'PrimaryAmine', 'indices': [3]}]","{'9.72': {'type': 'PrimaryAmine', 'indices': [3]}}","[(3, 9.72)]"
CC(C)(O)C(O)=O,[3.79],"[{'type': 'COOH', 'indices': [5]}]","{'3.79': {'type': 'COOH', 'indices': [5]}}","[(5, 3.79)]"
Oc1ccc(cc1)[N+]([O-])=O,[6.96],"[{'type': 'Phenol', 'indices': [0]}]","{'6.96': {'type': 'Phenol', 'indices': [0]}}","[(0, 6.96)]"
Oc1ccc(cc1)[S](O)(=O)=O,[8.62],"[{'type': 'SulfonicAcid', 'indices': [8]}, {'type': 'Phenol', 'indices': [0]}]","{'8.62': {'type': 'Phenol', 'indices': [0]}}","[(0, 8.62)]"
Oc1ccc(cc1C=O)[S](O)(=O)=O,[6.93],"[{'type': 'SulfonicAcid', 'indices': [10]}, {'type': 'Phenol', 'indices': [0]}]","{'6.93': {'type': 'Phenol', 'indices': [0]}}","[(0, 6.93)]"
Oc1ccc2cc(cc(c2c1)[S](O)(=O)=O)[S](O)(=O)=O,[8.59],"[{'type': 'SulfonicAcid', 'indices': [12]}, {'type': 'SulfonicAcid', 'indices': [16]}, {'type': 'Phenol', 'indices': [0]}]","{'8.59': {'type': 'Phenol', 'indices': [0]}}","[(0, 8.59)]"
