SMILES,pKa,Dissociable_Atoms,Functional_Group,Name
NCCCCCC(O)=O,4.373,0:7,amine_primary:carboxylic_acid,6-Aminohexanoic acid
NCCCCCC(O)=O,4.388,0:7,amine_primary:carboxylic_acid,6-Aminohexanoic acid
NCCCCCCC(O)=O,4.502,0:8,amine_primary:carboxylic_acid,7-Aminoheptanoic acid
NC(C(O)=O)C(O)=O,9.22,0:3:6,amine_primary:carboxylic_acid:carboxylic_acid,Aminopropanedioic acid (Aminomalonic acid)
NC(C(O)=O)C(O)=O,9.83,0:3:6,amine_primary:carboxylic_acid:carboxylic_acid,Aminopropanedioic acid (Aminomalonic acid)
NC(C(O)=O)C(O)=O,2.94,0:3:6,amine_primary:carboxylic_acid:carboxylic_acid,Aminopropanedioic acid (Aminomalonic acid)
NC(C(O)=O)C(O)=O,3.32,0:3:6,amine_primary:carboxylic_acid:carboxylic_acid,Aminopropanedioic acid (Aminomalonic acid)
NC(C(O)=O)C(O)=O,1.8,0:3:6,amine_primary:carboxylic_acid:carboxylic_acid,Aminopropanedioic acid (Aminomalonic acid)
N[C@@H](CC(O)=O)C(O)=O,9.66,0:4:8,amine_primary:carboxylic_acid:carboxylic_acid,L-Aminobutanedioic acid (Aspartic acid)
N[C@@H](CC(O)=O)C(O)=O,9.33,0:4:8,amine_primary:carboxylic_acid:carboxylic_acid,L-Aminobutanedioic acid (Aspartic acid)
N[C@@H](CC(O)=O)C(O)=O,9.58,0:4:8,amine_primary:carboxylic_acid:carboxylic_acid,L-Aminobutanedioic acid (Aspartic acid)
N[C@@H](CC(O)=O)C(O)=O,9.61,0:4:8,amine_primary:carboxylic_acid:carboxylic_acid,L-Aminobutanedioic acid (Aspartic acid)
N[C@@H](CC(O)=O)C(O)=O,9.76,0:4:8,amine_primary:carboxylic_acid:carboxylic_acid,L-Aminobutanedioic acid (Aspartic acid)
N[C@@H](CC(O)=O)C(O)=O,10.01,0:4:8,amine_primary:carboxylic_acid:carboxylic_acid,L-Aminobutanedioic acid (Aspartic acid)
N[C@@H](CC(O)=O)C(O)=O,10.002,0:4:8,amine_primary:carboxylic_acid:carboxylic_acid,L-Aminobutanedioic acid (Aspartic acid)
N[C@@H](CC(O)=O)C(O)=O,3.71,0:4:8,amine_primary:carboxylic_acid:carboxylic_acid,L-Aminobutanedioic acid (Aspartic acid)
N[C@@H](CC(O)=O)C(O)=O,3.64,0:4:8,amine_primary:carboxylic_acid:carboxylic_acid,L-Aminobutanedioic acid (Aspartic acid)
N[C@@H](CC(O)=O)C(O)=O,3.68,0:4:8,amine_primary:carboxylic_acid:carboxylic_acid,L-Aminobutanedioic acid (Aspartic acid)
N[C@@H](CC(O)=O)C(O)=O,3.73,0:4:8,amine_primary:carboxylic_acid:carboxylic_acid,L-Aminobutanedioic acid (Aspartic acid)
N[C@@H](CC(O)=O)C(O)=O,3.87,0:4:8,amine_primary:carboxylic_acid:carboxylic_acid,L-Aminobutanedioic acid (Aspartic acid)
N[C@@H](CC(O)=O)C(O)=O,4.07,0:4:8,amine_primary:carboxylic_acid:carboxylic_acid,L-Aminobutanedioic acid (Aspartic acid)
N[C@@H](CC(O)=O)C(O)=O,3.9,0:4:8,amine_primary:carboxylic_acid:carboxylic_acid,L-Aminobutanedioic acid (Aspartic acid)
N[C@@H](CC(O)=O)C(O)=O,1.95,0:4:8,amine_primary:carboxylic_acid:carboxylic_acid,L-Aminobutanedioic acid (Aspartic acid)
N[C@@H](CC(O)=O)C(O)=O,1.94,0:4:8,amine_primary:carboxylic_acid:carboxylic_acid,L-Aminobutanedioic acid (Aspartic acid)
N[C@@H](CC(O)=O)C(O)=O,1.98,0:4:8,amine_primary:carboxylic_acid:carboxylic_acid,L-Aminobutanedioic acid (Aspartic acid)
N[C@@H](CC(O)=O)C(O)=O,2.0,0:4:8,amine_primary:carboxylic_acid:carboxylic_acid,L-Aminobutanedioic acid (Aspartic acid)
N[C@@H](CC(O)=O)C(O)=O,2.14,0:4:8,amine_primary:carboxylic_acid:carboxylic_acid,L-Aminobutanedioic acid (Aspartic acid)
N[C@@H](CC(O)=O)C(O)=O,2.35,0:4:8,amine_primary:carboxylic_acid:carboxylic_acid,L-Aminobutanedioic acid (Aspartic acid)
N[C@@H](CC(O)=O)C(O)=O,1.99,0:4:8,amine_primary:carboxylic_acid:carboxylic_acid,L-Aminobutanedioic acid (Aspartic acid)
CC([C@H](N)C(O)=O)C(O)=O,9.48,3:5:8,amine_primary:carboxylic_acid:carboxylic_acid,DL-2-Amino-3-methylbutanedioic acid (3-Methylaspartic acid)
CC([C@H](N)C(O)=O)C(O)=O,3.59,3:5:8,amine_primary:carboxylic_acid:carboxylic_acid,DL-2-Amino-3-methylbutanedioic acid (3-Methylaspartic acid)
CC([C@H](N)C(O)=O)C(O)=O,1.99,3:5:8,amine_primary:carboxylic_acid:carboxylic_acid,DL-2-Amino-3-methylbutanedioic acid (3-Methylaspartic acid)
N[C@@H](CCC(O)=O)C(O)=O,9.58,0:5:9,amine_primary:carboxylic_acid:carboxylic_acid,L-2-Aminopentanedioic acid (Glutamic acid)
N[C@@H](CCC(O)=O)C(O)=O,9.23,0:5:9,amine_primary:carboxylic_acid:carboxylic_acid,L-2-Aminopentanedioic acid (Glutamic acid)
N[C@@H](CCC(O)=O)C(O)=O,9.49,0:5:9,amine_primary:carboxylic_acid:carboxylic_acid,L-2-Aminopentanedioic acid (Glutamic acid)
N[C@@H](CCC(O)=O)C(O)=O,9.46,0:5:9,amine_primary:carboxylic_acid:carboxylic_acid,L-2-Aminopentanedioic acid (Glutamic acid)
N[C@@H](CCC(O)=O)C(O)=O,9.67,0:5:9,amine_primary:carboxylic_acid:carboxylic_acid,L-2-Aminopentanedioic acid (Glutamic acid)
N[C@@H](CCC(O)=O)C(O)=O,9.89,0:5:9,amine_primary:carboxylic_acid:carboxylic_acid,L-2-Aminopentanedioic acid (Glutamic acid)
N[C@@H](CCC(O)=O)C(O)=O,9.96,0:5:9,amine_primary:carboxylic_acid:carboxylic_acid,L-2-Aminopentanedioic acid (Glutamic acid)
N[C@@H](CCC(O)=O)C(O)=O,4.15,0:5:9,amine_primary:carboxylic_acid:carboxylic_acid,L-2-Aminopentanedioic acid (Glutamic acid)
N[C@@H](CCC(O)=O)C(O)=O,4.06,0:5:9,amine_primary:carboxylic_acid:carboxylic_acid,L-2-Aminopentanedioic acid (Glutamic acid)
N[C@@H](CCC(O)=O)C(O)=O,4.07,0:5:9,amine_primary:carboxylic_acid:carboxylic_acid,L-2-Aminopentanedioic acid (Glutamic acid)
N[C@@H](CCC(O)=O)C(O)=O,4.14,0:5:9,amine_primary:carboxylic_acid:carboxylic_acid,L-2-Aminopentanedioic acid (Glutamic acid)
N[C@@H](CCC(O)=O)C(O)=O,4.24,0:5:9,amine_primary:carboxylic_acid:carboxylic_acid,L-2-Aminopentanedioic acid (Glutamic acid)
N[C@@H](CCC(O)=O)C(O)=O,4.54,0:5:9,amine_primary:carboxylic_acid:carboxylic_acid,L-2-Aminopentanedioic acid (Glutamic acid)
N[C@@H](CCC(O)=O)C(O)=O,4.3,0:5:9,amine_primary:carboxylic_acid:carboxylic_acid,L-2-Aminopentanedioic acid (Glutamic acid)
N[C@@H](CCC(O)=O)C(O)=O,2.16,0:5:9,amine_primary:carboxylic_acid:carboxylic_acid,L-2-Aminopentanedioic acid (Glutamic acid)
N[C@@H](CCC(O)=O)C(O)=O,2.1,0:5:9,amine_primary:carboxylic_acid:carboxylic_acid,L-2-Aminopentanedioic acid (Glutamic acid)
N[C@@H](CCC(O)=O)C(O)=O,2.16,0:5:9,amine_primary:carboxylic_acid:carboxylic_acid,L-2-Aminopentanedioic acid (Glutamic acid)
N[C@@H](CCC(O)=O)C(O)=O,2.35,0:5:9,amine_primary:carboxylic_acid:carboxylic_acid,L-2-Aminopentanedioic acid (Glutamic acid)
N[C@@H](CCC(O)=O)C(O)=O,2.32,0:5:9,amine_primary:carboxylic_acid:carboxylic_acid,L-2-Aminopentanedioic acid (Glutamic acid)
N[C@@H](CCC(O)=O)C(O)=O,2.57,0:5:9,amine_primary:carboxylic_acid:carboxylic_acid,L-2-Aminopentanedioic acid (Glutamic acid)
N[C@@H](CCC(O)=O)C(O)=O,2.16,0:5:9,amine_primary:carboxylic_acid:carboxylic_acid,L-2-Aminopentanedioic acid (Glutamic acid)
C[C@](N)(CCC(O)=O)C(O)=O,9.72,6:9,carboxylic_acid:carboxylic_acid,DL-2-Amino-2-methylpentanedioic acid (2-Methylglutamic acid)
C[C@](N)(CCC(O)=O)C(O)=O,4.05,6:9,carboxylic_acid:carboxylic_acid,DL-2-Amino-2-methylpentanedioic acid (2-Methylglutamic acid)
N[C@@H](C(O)CC(O)=O)C(O)=O,9.06,6:9:0,carboxylic_acid:carboxylic_acid:amine_primary,DL-2-Amino-3-hydroxypentanedioic acid (3-Hydroxyglutamic acid)
N[C@@H](C(O)CC(O)=O)C(O)=O,4.08,6:9:0,carboxylic_acid:carboxylic_acid:amine_primary,DL-2-Amino-3-hydroxypentanedioic acid (3-Hydroxyglutamic acid)
N[C@@H](C(O)CC(O)=O)C(O)=O,2.09,6:9:0,carboxylic_acid:carboxylic_acid:amine_primary,DL-2-Amino-3-hydroxypentanedioic acid (3-Hydroxyglutamic acid)
NCCCC(C(O)=O)C(O)=O,10.45,0:6:9,amine_primary:carboxylic_acid:carboxylic_acid,(3-Aminopropyl)malonic acid
NCCCC(C(O)=O)C(O)=O,4.86,0:6:9,amine_primary:carboxylic_acid:carboxylic_acid,(3-Aminopropyl)malonic acid
NCCCC(C(O)=O)C(O)=O,2.52,0:6:9,amine_primary:carboxylic_acid:carboxylic_acid,(3-Aminopropyl)malonic acid
N[C@@H](CO[P](O)(O)=O)C(O)=O,9.8,9:0:4:5,carboxylic_acid:amine_primary:phosphate:phosphate,L-2-Amino-3-phosphopropanoic acid (Phosphoserine)
N[C@@H](CO[P](O)(O)=O)C(O)=O,9.66,9:0:4:5,carboxylic_acid:amine_primary:phosphate:phosphate,L-2-Amino-3-phosphopropanoic acid (Phosphoserine)
N[C@@H](CO[P](O)(O)=O)C(O)=O,9.71,9:0:4:5,carboxylic_acid:amine_primary:phosphate:phosphate,L-2-Amino-3-phosphopropanoic acid (Phosphoserine)
N[C@@H](CO[P](O)(O)=O)C(O)=O,9.59,9:0:4:5,carboxylic_acid:amine_primary:phosphate:phosphate,L-2-Amino-3-phosphopropanoic acid (Phosphoserine)
N[C@@H](CO[P](O)(O)=O)C(O)=O,5.7,9:0:4:5,carboxylic_acid:amine_primary:phosphate:phosphate,L-2-Amino-3-phosphopropanoic acid (Phosphoserine)
N[C@@H](CO[P](O)(O)=O)C(O)=O,5.77,9:0:4:5,carboxylic_acid:amine_primary:phosphate:phosphate,L-2-Amino-3-phosphopropanoic acid (Phosphoserine)
N[C@@H](CO[P](O)(O)=O)C(O)=O,5.89,9:0:4:5,carboxylic_acid:amine_primary:phosphate:phosphate,L-2-Amino-3-phosphopropanoic acid (Phosphoserine)
N[C@@H](CO[P](O)(O)=O)C(O)=O,5.54,9:0:4:5,carboxylic_acid:amine_primary:phosphate:phosphate,L-2-Amino-3-phosphopropanoic acid (Phosphoserine)
N[C@@H](CO[P](O)(O)=O)C(O)=O,5.5,9:0:4:5,carboxylic_acid:amine_primary:phosphate:phosphate,L-2-Amino-3-phosphopropanoic acid (Phosphoserine)
N[C@@H](CO[P](O)(O)=O)C(O)=O,5.53,9:0:4:5,carboxylic_acid:amine_primary:phosphate:phosphate,L-2-Amino-3-phosphopropanoic acid (Phosphoserine)
N[C@@H](CO[P](O)(O)=O)C(O)=O,6.19,9:0:4:5,carboxylic_acid:amine_primary:phosphate:phosphate,L-2-Amino-3-phosphopropanoic acid (Phosphoserine)
N[C@@H](CO[P](O)(O)=O)C(O)=O,2.14,9:0:4:5,carboxylic_acid:amine_primary:phosphate:phosphate,L-2-Amino-3-phosphopropanoic acid (Phosphoserine)
N[C@@H](CO[P](O)(O)=O)C(O)=O,2.0,9:0:4:5,carboxylic_acid:amine_primary:phosphate:phosphate,L-2-Amino-3-phosphopropanoic acid (Phosphoserine)
N[C@@H](CO[P](O)(O)=O)C(O)=O,2.13,9:0:4:5,carboxylic_acid:amine_primary:phosphate:phosphate,L-2-Amino-3-phosphopropanoic acid (Phosphoserine)
N[C@@H](CO[P](O)(O)=O)C(O)=O,0.7,9:0:4:5,carboxylic_acid:amine_primary:phosphate:phosphate,L-2-Amino-3-phosphopropanoic acid (Phosphoserine)
C[C@@H](O[P](O)(O)=O)[C@H](N)C(O)=O,9.67,10:8:3,carboxylic_acid:amine_primary:phosphate,L-2-Amino-3-phosphobutanoic acid (Phosphothreonine)
C[C@@H](O[P](O)(O)=O)[C@H](N)C(O)=O,5.83,10:8:3,carboxylic_acid:amine_primary:phosphate,L-2-Amino-3-phosphobutanoic acid (Phosphothreonine)
C[C@@H](O[P](O)(O)=O)[C@H](N)C(O)=O,2.25,10:8:3,carboxylic_acid:amine_primary:phosphate,L-2-Amino-3-phosphobutanoic acid (Phosphothreonine)
NC(Cc1ccccc1O)C(O)=O,11.01,0:9:11,amine_primary:phenol:carboxylic_acid,DL-2-Amino-3-(2-hydroxyphenyl)propanoic acid (o-Tyrosine)
NC(Cc1ccccc1O)C(O)=O,10.81,0:9:11,amine_primary:phenol:carboxylic_acid,DL-2-Amino-3-(2-hydroxyphenyl)propanoic acid (o-Tyrosine)
NC(Cc1ccccc1O)C(O)=O,8.67,0:9:11,amine_primary:phenol:carboxylic_acid,DL-2-Amino-3-(2-hydroxyphenyl)propanoic acid (o-Tyrosine)
NC(Cc1ccccc1O)C(O)=O,8.4,0:9:11,amine_primary:phenol:carboxylic_acid,DL-2-Amino-3-(2-hydroxyphenyl)propanoic acid (o-Tyrosine)
NC(Cc1ccccc1O)C(O)=O,2.41,0:9:11,amine_primary:phenol:carboxylic_acid,DL-2-Amino-3-(2-hydroxyphenyl)propanoic acid (o-Tyrosine)
NC([C@H](O)c1ccccc1)C(O)=O,10.04,0:3:11,amine_primary:alcohol:carboxylic_acid,DL-2-Amino-3-(3-hydroxyphenyl)propanoic acid (m-Tyrosine)
NC([C@H](O)c1ccccc1)C(O)=O,9.82,0:3:11,amine_primary:alcohol:carboxylic_acid,DL-2-Amino-3-(3-hydroxyphenyl)propanoic acid (m-Tyrosine)
NC([C@H](O)c1ccccc1)C(O)=O,8.95,0:3:11,amine_primary:alcohol:carboxylic_acid,DL-2-Amino-3-(3-hydroxyphenyl)propanoic acid (m-Tyrosine)
NC([C@H](O)c1ccccc1)C(O)=O,8.66,0:3:11,amine_primary:alcohol:carboxylic_acid,DL-2-Amino-3-(3-hydroxyphenyl)propanoic acid (m-Tyrosine)
NC([C@H](O)c1ccccc1)C(O)=O,2.22,0:3:11,amine_primary:alcohol:carboxylic_acid,DL-2-Amino-3-(3-hydroxyphenyl)propanoic acid (m-Tyrosine)
N[C@@H](Cc1ccc(O)cc1)C(O)=O,10.1,0:7:11,amine_primary:phenol:carboxylic_acid,L-2-Amino-3-(4-hydroxyphenyl)propanoic acid (Tyrosine)
N[C@@H](Cc1ccc(O)cc1)C(O)=O,9.88,0:7:11,amine_primary:phenol:carboxylic_acid,L-2-Amino-3-(4-hydroxyphenyl)propanoic acid (Tyrosine)
N[C@@H](Cc1ccc(O)cc1)C(O)=O,10.03,0:7:11,amine_primary:phenol:carboxylic_acid,L-2-Amino-3-(4-hydroxyphenyl)propanoic acid (Tyrosine)
N[C@@H](Cc1ccc(O)cc1)C(O)=O,10.39,0:7:11,amine_primary:phenol:carboxylic_acid,L-2-Amino-3-(4-hydroxyphenyl)propanoic acid (Tyrosine)
N[C@@H](Cc1ccc(O)cc1)C(O)=O,10.47,0:7:11,amine_primary:phenol:carboxylic_acid,L-2-Amino-3-(4-hydroxyphenyl)propanoic acid (Tyrosine)
N[C@@H](Cc1ccc(O)cc1)C(O)=O,9.04,0:7:11,amine_primary:phenol:carboxylic_acid,L-2-Amino-3-(4-hydroxyphenyl)propanoic acid (Tyrosine)
N[C@@H](Cc1ccc(O)cc1)C(O)=O,8.75,0:7:11,amine_primary:phenol:carboxylic_acid,L-2-Amino-3-(4-hydroxyphenyl)propanoic acid (Tyrosine)
N[C@@H](Cc1ccc(O)cc1)C(O)=O,8.98,0:7:11,amine_primary:phenol:carboxylic_acid,L-2-Amino-3-(4-hydroxyphenyl)propanoic acid (Tyrosine)
N[C@@H](Cc1ccc(O)cc1)C(O)=O,9.43,0:7:11,amine_primary:phenol:carboxylic_acid,L-2-Amino-3-(4-hydroxyphenyl)propanoic acid (Tyrosine)
N[C@@H](Cc1ccc(O)cc1)C(O)=O,9.19,0:7:11,amine_primary:phenol:carboxylic_acid,L-2-Amino-3-(4-hydroxyphenyl)propanoic acid (Tyrosine)
N[C@@H](Cc1ccc(O)cc1)C(O)=O,2.24,0:7:11,amine_primary:phenol:carboxylic_acid,L-2-Amino-3-(4-hydroxyphenyl)propanoic acid (Tyrosine)
N[C@@H](Cc1ccc(O)cc1)C(O)=O,2.81,0:7:11,amine_primary:phenol:carboxylic_acid,L-2-Amino-3-(4-hydroxyphenyl)propanoic acid (Tyrosine)
NC(Cc1cc(I)c(O)c(I)c1)C(O)=O,9.1,13:0,carboxylic_acid:amine_primary,"L-2-Amino-3-(4-hydroxy-3,5-diiodophenyl)propanoic acid (L-3,5-Diiodotyrosine)"
NC(Cc1cc(I)c(O)c(I)c1)C(O)=O,6.16,13:0,carboxylic_acid:amine_primary,"L-2-Amino-3-(4-hydroxy-3,5-diiodophenyl)propanoic acid (L-3,5-Diiodotyrosine)"
N[C@@H](Cc1ccc(O)c(N)c1)C(O)=O,10.19,0:7:9:12,amine_primary:phenol:amine_primary:carboxylic_acid,L-2-Amino-3-(3-amino-4-hydroxyphenyl)propanoic acid (m-Aminotyrosine)
N[C@@H](Cc1ccc(O)c(N)c1)C(O)=O,9.09,0:7:9:12,amine_primary:phenol:amine_primary:carboxylic_acid,L-2-Amino-3-(3-amino-4-hydroxyphenyl)propanoic acid (m-Aminotyrosine)
N[C@@H](Cc1ccc(O)c(N)c1)C(O)=O,4.48,0:7:9:12,amine_primary:phenol:amine_primary:carboxylic_acid,L-2-Amino-3-(3-amino-4-hydroxyphenyl)propanoic acid (m-Aminotyrosine)
N[C@@H](Cc1ccc(O)c(N)c1)C(O)=O,2.0,0:7:9:12,amine_primary:phenol:amine_primary:carboxylic_acid,L-2-Amino-3-(3-amino-4-hydroxyphenyl)propanoic acid (m-Aminotyrosine)
N[C@@H](Cc1ccc(O)c(O)c1)C(O)=O,13.4,0:7:9:12,amine_primary:phenol:phenol:carboxylic_acid,"L-2-Amino-3-(3,4-dihydroxyphenyl)propanoic acid (DOPA)"
N[C@@H](Cc1ccc(O)c(O)c1)C(O)=O,13.4,0:7:9:12,amine_primary:phenol:phenol:carboxylic_acid,"L-2-Amino-3-(3,4-dihydroxyphenyl)propanoic acid (DOPA)"
N[C@@H](Cc1ccc(O)c(O)c1)C(O)=O,9.81,0:7:9:12,amine_primary:phenol:phenol:carboxylic_acid,"L-2-Amino-3-(3,4-dihydroxyphenyl)propanoic acid (DOPA)"
N[C@@H](Cc1ccc(O)c(O)c1)C(O)=O,9.7,0:7:9:12,amine_primary:phenol:phenol:carboxylic_acid,"L-2-Amino-3-(3,4-dihydroxyphenyl)propanoic acid (DOPA)"
N[C@@H](Cc1ccc(O)c(O)c1)C(O)=O,9.87,0:7:9:12,amine_primary:phenol:phenol:carboxylic_acid,"L-2-Amino-3-(3,4-dihydroxyphenyl)propanoic acid (DOPA)"
N[C@@H](Cc1ccc(O)c(O)c1)C(O)=O,9.76,0:7:9:12,amine_primary:phenol:phenol:carboxylic_acid,"L-2-Amino-3-(3,4-dihydroxyphenyl)propanoic acid (DOPA)"
N[C@@H](Cc1ccc(O)c(O)c1)C(O)=O,8.75,0:7:9:12,amine_primary:phenol:phenol:carboxylic_acid,"L-2-Amino-3-(3,4-dihydroxyphenyl)propanoic acid (DOPA)"
N[C@@H](Cc1ccc(O)c(O)c1)C(O)=O,8.7,0:7:9:12,amine_primary:phenol:phenol:carboxylic_acid,"L-2-Amino-3-(3,4-dihydroxyphenyl)propanoic acid (DOPA)"
N[C@@H](Cc1ccc(O)c(O)c1)C(O)=O,8.81,0:7:9:12,amine_primary:phenol:phenol:carboxylic_acid,"L-2-Amino-3-(3,4-dihydroxyphenyl)propanoic acid (DOPA)"
N[C@@H](Cc1ccc(O)c(O)c1)C(O)=O,8.75,0:7:9:12,amine_primary:phenol:phenol:carboxylic_acid,"L-2-Amino-3-(3,4-dihydroxyphenyl)propanoic acid (DOPA)"
N[C@@H](Cc1ccc(O)c(O)c1)C(O)=O,2.2,0:7:9:12,amine_primary:phenol:phenol:carboxylic_acid,"L-2-Amino-3-(3,4-dihydroxyphenyl)propanoic acid (DOPA)"
N[C@@H](Cc1ccc(O)c(O)c1)C(O)=O,2.15,0:7:9:12,amine_primary:phenol:phenol:carboxylic_acid,"L-2-Amino-3-(3,4-dihydroxyphenyl)propanoic acid (DOPA)"
N[C@@H](Cc1ccc(O)c(O)c1)C(O)=O,2.04,0:7:9:12,amine_primary:phenol:phenol:carboxylic_acid,"L-2-Amino-3-(3,4-dihydroxyphenyl)propanoic acid (DOPA)"
N[C@@H](Cc1ccc(O)c(O)c1)C(O)=O,2.35,0:7:9:12,amine_primary:phenol:phenol:carboxylic_acid,"L-2-Amino-3-(3,4-dihydroxyphenyl)propanoic acid (DOPA)"
N[C@@H](CO)C(O)=O,9.05,5:0,carboxylic_acid:amine_primary,L-2-Amino-3-hydroxypropanoic acid (Serine)
N[C@@H](CO)C(O)=O,8.72,5:0,carboxylic_acid:amine_primary,L-2-Amino-3-hydroxypropanoic acid (Serine)
N[C@@H](CO)C(O)=O,9.0,5:0,carboxylic_acid:amine_primary,L-2-Amino-3-hydroxypropanoic acid (Serine)
N[C@@H](CO)C(O)=O,9.0,5:0,carboxylic_acid:amine_primary,L-2-Amino-3-hydroxypropanoic acid (Serine)
N[C@@H](CO)C(O)=O,9.27,5:0,carboxylic_acid:amine_primary,L-2-Amino-3-hydroxypropanoic acid (Serine)
N[C@@H](CO)C(O)=O,9.45,5:0,carboxylic_acid:amine_primary,L-2-Amino-3-hydroxypropanoic acid (Serine)
N[C@@H](CO)C(O)=O,9.5,5:0,carboxylic_acid:amine_primary,L-2-Amino-3-hydroxypropanoic acid (Serine)
N[C@@H](CO)C(O)=O,9.64,5:0,carboxylic_acid:amine_primary,L-2-Amino-3-hydroxypropanoic acid (Serine)
N[C@@H](CO)C(O)=O,9.542,5:0,carboxylic_acid:amine_primary,L-2-Amino-3-hydroxypropanoic acid (Serine)
N[C@@H](CO)C(O)=O,9.209,5:0,carboxylic_acid:amine_primary,L-2-Amino-3-hydroxypropanoic acid (Serine)
N[C@@H](CO)C(O)=O,8.904,5:0,carboxylic_acid:amine_primary,L-2-Amino-3-hydroxypropanoic acid (Serine)
N[C@@H](CO)C(O)=O,2.16,5:0,carboxylic_acid:amine_primary,L-2-Amino-3-hydroxypropanoic acid (Serine)
N[C@@H](CO)C(O)=O,2.11,5:0,carboxylic_acid:amine_primary,L-2-Amino-3-hydroxypropanoic acid (Serine)
N[C@@H](CO)C(O)=O,2.2,5:0,carboxylic_acid:amine_primary,L-2-Amino-3-hydroxypropanoic acid (Serine)
N[C@@H](CO)C(O)=O,2.19,5:0,carboxylic_acid:amine_primary,L-2-Amino-3-hydroxypropanoic acid (Serine)
N[C@@H](CO)C(O)=O,2.32,5:0,carboxylic_acid:amine_primary,L-2-Amino-3-hydroxypropanoic acid (Serine)
N[C@@H](CO)C(O)=O,2.41,5:0,carboxylic_acid:amine_primary,L-2-Amino-3-hydroxypropanoic acid (Serine)
N[C@@H](CO)C(O)=O,2.45,5:0,carboxylic_acid:amine_primary,L-2-Amino-3-hydroxypropanoic acid (Serine)
N[C@@H](CO)C(O)=O,2.54,5:0,carboxylic_acid:amine_primary,L-2-Amino-3-hydroxypropanoic acid (Serine)
N[C@@H](CO)C(O)=O,2.232,5:0,carboxylic_acid:amine_primary,L-2-Amino-3-hydroxypropanoic acid (Serine)
N[C@@H](CO)C(O)=O,2.187,5:0,carboxylic_acid:amine_primary,L-2-Amino-3-hydroxypropanoic acid (Serine)
N[C@@H](CO)C(O)=O,2.154,5:0,carboxylic_acid:amine_primary,L-2-Amino-3-hydroxypropanoic acid (Serine)
C[C@@H](O)[C@H](N)C(O)=O,8.94,6:4,carboxylic_acid:amine_primary,L-2-Amino-3-hydroxybutanoic acid (Threonine)
C[C@@H](O)[C@H](N)C(O)=O,8.58,6:4,carboxylic_acid:amine_primary,L-2-Amino-3-hydroxybutanoic acid (Threonine)
C[C@@H](O)[C@H](N)C(O)=O,8.89,6:4,carboxylic_acid:amine_primary,L-2-Amino-3-hydroxybutanoic acid (Threonine)
C[C@@H](O)[C@H](N)C(O)=O,8.98,6:4,carboxylic_acid:amine_primary,L-2-Amino-3-hydroxybutanoic acid (Threonine)
C[C@@H](O)[C@H](N)C(O)=O,9.19,6:4,carboxylic_acid:amine_primary,L-2-Amino-3-hydroxybutanoic acid (Threonine)
C[C@@H](O)[C@H](N)C(O)=O,9.35,6:4,carboxylic_acid:amine_primary,L-2-Amino-3-hydroxybutanoic acid (Threonine)
C[C@@H](O)[C@H](N)C(O)=O,9.1,6:4,carboxylic_acid:amine_primary,L-2-Amino-3-hydroxybutanoic acid (Threonine)
C[C@@H](O)[C@H](N)C(O)=O,2.2,6:4,carboxylic_acid:amine_primary,L-2-Amino-3-hydroxybutanoic acid (Threonine)
C[C@@H](O)[C@H](N)C(O)=O,2.15,6:4,carboxylic_acid:amine_primary,L-2-Amino-3-hydroxybutanoic acid (Threonine)
C[C@@H](O)[C@H](N)C(O)=O,2.19,6:4,carboxylic_acid:amine_primary,L-2-Amino-3-hydroxybutanoic acid (Threonine)
C[C@@H](O)[C@H](N)C(O)=O,2.24,6:4,carboxylic_acid:amine_primary,L-2-Amino-3-hydroxybutanoic acid (Threonine)
C[C@@H](O)[C@H](N)C(O)=O,2.33,6:4,carboxylic_acid:amine_primary,L-2-Amino-3-hydroxybutanoic acid (Threonine)
C[C@@H](O)[C@H](N)C(O)=O,2.41,6:4,carboxylic_acid:amine_primary,L-2-Amino-3-hydroxybutanoic acid (Threonine)
C[C@@H](O)[C@H](N)C(O)=O,2.088,6:4,carboxylic_acid:amine_primary,L-2-Amino-3-hydroxybutanoic acid (Threonine)
C[C@H](O)[C@H](N)C(O)=O,8.92,6:4,carboxylic_acid:amine_primary,allo-L-2-Amino-3-hydroxybutanoic acid (L-allo-Threonine)
C[C@H](O)[C@H](N)C(O)=O,8.92,6:4,carboxylic_acid:amine_primary,allo-L-2-Amino-3-hydroxybutanoic acid (L-allo-Threonine)
C[C@H](O)[C@H](N)C(O)=O,9.096,6:4,carboxylic_acid:amine_primary,allo-L-2-Amino-3-hydroxybutanoic acid (L-allo-Threonine)
C[C@H](O)[C@H](N)C(O)=O,2.11,6:4,carboxylic_acid:amine_primary,allo-L-2-Amino-3-hydroxybutanoic acid (L-allo-Threonine)
C[C@H](O)[C@H](N)C(O)=O,2.09,6:4,carboxylic_acid:amine_primary,allo-L-2-Amino-3-hydroxybutanoic acid (L-allo-Threonine)
C[C@H](O)[C@H](N)C(O)=O,2.108,6:4,carboxylic_acid:amine_primary,allo-L-2-Amino-3-hydroxybutanoic acid (L-allo-Threonine)
N[C@@H](CCO)C(O)=O,9.28,6:0,carboxylic_acid:amine_primary,L-2-Amino-4-hydroxybutanoic acid (Homoserine)
N[C@@H](CCO)C(O)=O,9.33,6:0,carboxylic_acid:amine_primary,L-2-Amino-4-hydroxybutanoic acid (Homoserine)
