Metal ion,Ligand,Formula,Figure definition,Ligand class,Equilibrium,Temperature (C),Ionic strength,Value type,Value,PubChemFormula,PubChemSMILES,FormulaMatch
H⁺,L-2-Amino-3-(4-imidazolyl)propanoic acid,C6H9N3O2,HL,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,9.1,,,False
H⁺,L-2-Amino-3-(N(1)-methyl-4-imidazolyl)propanoic acid-Methyl-L-histidine),C7H11N3O2,HL,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,9.16,,,False
H⁺,L-2-Amino-3-(N(3)-methyl-4-imidazolyl)propanoic acid-Methyl-L-histidine),C7H11N3O2,HL,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,8.61,,,False
H⁺,"L-4-(2-Amino-3-carboxypropyl)-1,3-dimethylimidazolium ion-Dimethyl-L-histidine)",C8H13N3O2/+,HL/+,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,7.85,,,False
H⁺,L-1-Carboxy-2-(4-imidazolyl)ethyl(dimethyl)ammonium ion-Dimethyl-L-histidine),C8H13N3O2/+,HL/+,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,8.86,,,False
H⁺,L-1-Carboxy-2-(4-imidazolyl)ethyl(trimethyl)ammonium ion-Trimethyl-L-histidine),C9H15N3O2/+,HL/+,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,6.0,,,False
H⁺,L-2-Amino-3-(N(3)-benzyl-4-imidazolyl)propanoic acid-Benzyl-L-histidine),C13H15N3O2,HL,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,9.21,,,False
H⁺,L-2-Amino-3-(5-iodo-4-imidazolyl)propanoic acid,C6H9I1N3O2,HL,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.5,Log K,8.6,,,False
H⁺,"L-2-Amino-3-(2,5-diiodo-4-imidazolyl)propanoic acid",C6H9I2N3O2,HL,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.5,Log K,9.57,,,False
H⁺,L-2-Amino-3-(3-indolyl)propanoic acid,C11H12N2O2,HL,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,9.33,,,False
H⁺,L-2-Amino-3-(1-methyl-3-indolyl)propanoic acid,C12H14N2O2,HL,Aza macrocycles with carboxylic acids,[HL]/[L][H],20,0.5,Log K,9.5,,,False
H⁺,DL-2-Amino-3-(5-hydroxy-3-indolyl)propanoic acid,C11H12N2O3,HL,Aza macrocycles with carboxylic acids,[HL]/[L][H],20,0.5,Log K,10.54,,,False
H⁺,"DL-2-Amino-3-(6-oxo-1,6-dihydro-2-pyridinyl)propanoic acid",C8H10N2O3,HL,Aza macrocycles with carboxylic acids,[L]/[H-₁L][H],37,0.15,Log K,11.7,,,False
H⁺,"L-2-Amino-3-(3-hydroxo-4-oxo-1,4-dihydro-1-pyridinyl)propanoic acid",C8H10N2O4,HL,Aza macrocycles with carboxylic acids,[HL]/[L][H],37,0.15,Log K,8.72,,,False
H⁺,"DL-2-Amino-3-(5-hydroxo-4-oxo-1,4-dihydro-2-pyridinyl)propanoic acid",C8H10N2O4,HL,Aza macrocycles with carboxylic acids,[HL]/[L][H],37,0.15,Log K,9.17,,,False
H⁺,"DL-2-Amino-3-(5-hydroxo-6-oxo-1,6-dihydro-2-pyridinyl)propanoic acid",C8H10N2O4,HL,Aza macrocycles with carboxylic acids,[HL]/[L][H],37,0.15,Log K,9.01,,,False
H⁺,"L-2-Amino-3-(3-methoxy-4-oxo-1,4-dihydro-1-pyridinyl)propanoic acid",C9H12N2O4,HL,Aza macrocycles with carboxylic acids,[HL]/[L][H],37,0.15,Log K,6.86,,,False
H⁺,L-2-Amino-3-(2-pyridyl)propanoic acidalanine),C8H10N2O2,HL,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,8.95,,,False
H⁺,L-2-Amino-3-(6-methyl-2-pyridyl)propanoic acidalanine),C9H12N2O2,HL,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,8.95,,,False
H⁺,L-2-Amino-5-guanidopentanoic acid,C6H14N4O2,H2L,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,12.1,,,False
H⁺,DL-2-Amino-3-(4-guanidinophenyl)propanoic acid,C10H14N4O2,HL,Aza macrocycles with carboxylic acids,[HL]/[L][H],37,0.15,Log K,10.91,,,False
H⁺,DL-2-Amino-3-(4-guanidinomethylphenyl)propanoic acid,C12H16N4O2,HL,Aza macrocycles with carboxylic acids,[H₂L]/[HL][H],37,0.15,Log K,8.83,,,False
H⁺,DL-2-Amino-3-(4-aminophenyl)propanoic acid,C9H11N1O2,HL,Aza macrocycles with carboxylic acids,[HL]/[L][H],37,0.15,Log K,8.93,,,False
H⁺,DL-2-Amino-3-(4-(aminomethyl)phenyl)propanoic acid,C10H13N2O2,HL,Aza macrocycles with carboxylic acids,[HL]/[L][H],37,0.15,Log K,8.42,,,False
H⁺,DL-2-Amino-3-(4-(dimethylamino)phenyl)propanoic acid,C11H15N1O2,HL,Aza macrocycles with carboxylic acids,[HL]/[L][H],37,0.15,Log K,8.86,,,False
H⁺,L-[1-Carboxy-2-(4-hydroxyphenyl)ethyl]trimethylammonium,C12H18N1O3/+,H2L/+,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,9.63,,,False
H⁺,DL-(4-Amino-4-carboxybutyl)trimethylammonium ion-Trimethylornithine),C8H19N2O2/+,HL/+,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,8.7,,,False
H⁺,N-Methylglycine,C3H7N1O2,HL,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,9.98,,,False
H⁺,N-Ethylglycine,C4H9N1O2,HL,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,10.1,C3H7NO2,CNCC(=O)O,False
H⁺,N-Propylglycine,C5H11N1O2,HL,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,10.03,C4H9NO2,CCNCC(=O)O,False
H⁺,N-Butylglycine,C6H13N1O2,HL,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,10.07,C5H11NO2,CCCNCC(=O)O,False
H⁺,N-(2-Propyl)glycine,C5H11N1O2,HL,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,10.06,C6H13NO2,CCCCNCC(=O)O,False
H⁺,L-Pyrrolidine-2-carboxylic acid,C5H9N1O2,HL,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,10.46,,,False
H⁺,L-Piperidine-2-carboxylic acid,C6H11N1O2,HL,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,10.52,,,False
H⁺,2-Indolecarboxylic acid,C9H7N1O2,HL,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,3.68,C5H9NO2,C1C[C@H](NC1)C(=O)O,False
H⁺,DL-N-Benzylaminobutanedioic acid,C11H13N1O4,H2L,Aza macrocycles with carboxylic acids,[HL]/[L][H],30,0.1,Log K,8.96,C6H11NO2,C1CCN[C@@H](C1)C(=O)O,False
H⁺,L-2-(Iminomethylamino)pentanedioic acid,C6H10N2O4,H2L,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,11.0,C9H7NO2,C1=CC=C2C(=C1)C=C(N2)C(=O)O,False
H⁺,S-(1-Carboxy-3-phenylpropyl)-L-alanyl-L-proline,C18H24N2O5,H2L,Aza macrocycles with carboxylic acids,[HL]/[L][H],37,0.15,Log K,7.54,,,False
H⁺,L-N-(2-Hydroxybenzyl)-2-aminopropanoic acid,C10H13N1O2,H2L,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,10.94,,,False
H⁺,N-(Phosphonomethyl)glycine,C3H8N1O5P1,H3L,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,10.1,,,False
H⁺,(Carboxymethylamino)acetohydroxamic acid,C4H8N2O4,H2L,Aza macrocycles with carboxylic acids,[HL]/[L][H],20,0.1,Log K,9.09,,,False
H⁺,(Carboxymethylamino)aceto-N-methylhydroxamic acid,C5H10N2O4,H2L,Aza macrocycles with carboxylic acids,[HL]/[L][H],20,0.1,Log K,9.22,C3H8NO5P,C(C(=O)O)NCP(=O)(O)O,False
H⁺,3-(2-Hydroxyethylamino)propanoic acid,C5H11N1O3,HL,Aza macrocycles with carboxylic acids,[HL]/[L][H],20,0.1,Log K,9.72,,,False
H⁺,L-4-Hydroxypyrrolidine-2-carboxylic acid,C5H9N1O3,HL,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,9.47,C4H8N2O4,C(C(=O)NO)NCC(=O)O,False
H⁺,"DL-1,3-Thiazolidine-4-carboxylic acid",C4H7N1O2S1,HL,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,6.11,C5H11NO3,C(CNCCO)C(=O)O,False
H⁺,"L-1,4-Perhydrothiazine-3-carboxylic acid",C5H9N1O2S1,HL,Aza macrocycles with carboxylic acids,[HL]/[L][H],20,0.1,Log K,8.49,,,False
H⁺,DL-Benzylpenicilloic acid,C16H20N2O5S1,H2L,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,5.14,,,False
H⁺,L-N-Acetyltryptophan,C13H13N2O3,HL,Aza macrocycles with carboxylic acids,[HL]/[L][H],20,0.5,Log K,3.23,,,False
H⁺,L-2-(2-Pyridylmethylamino)-5-thiahexanoic acid,C11H16N2O2S1,HL,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,7.6,,,False
H⁺,DL-[1-Carboxy-2-(2-mercapto-4-imidazolyl)ethyl](trimethyl)ammonium,C9H16N3O2S1/+,H2L/+,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,10.44,,,False
H⁺,N-(2-Aminoethyl)glycine,C4H10N2O2,HL,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,9.84,,,False
H⁺,N-[Tris(hydroxymethyl)methyl]glycine,C6H15N1O5,HL,Aza macrocycles with carboxylic acids,[HL]/[L][H],10,0.0,Log K,8.43,,,False
H⁺,1-Carboxymethyl-2-ketopiperazine,C6H10N2O3,HL,Iminodiacetic acid and derivatives,[HL]/[L][H],25,0.1,Log K,6.55,,,False
H⁺,4-Carboxymethyl-2-ketopiperazine,C6H10N2O3,HL,Iminodiacetic acid and derivatives,[HL]/[L][H],25,0.1,Log K,5.51,C4H10N2O2,C(CNCC(=O)O)N,False
H⁺,"1,4-Bis(carboxymethyl)-2-ketopiperazine",C8H12N2O5,H2L,Iminodiacetic acid and derivatives,[HL]/[L][H],25,0.1,Log K,5.87,C6H13NO5,C(C(=O)O)NC(CO)(CO)CO,False
H⁺,"1,2,3-Triazole-4-carboxylic acid",C3H3N3O2,HL,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.0,Log K,8.7,,,False
H⁺,"1-Phenyl-1,2,3-triazole-4-carboxylic acid",C9H8N3O2,HL,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.0,Log K,2.88,C3H3N3O2,C1=NNN=C1C(=O)O,False
H⁺,"5-Methyl-1-phenyl-1,2,3-triazole-4-carboxylic acid",C10H10N3O2,HL,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.0,Log K,3.73,C9H7N3O2,C1=CC=C(C=C1)N2C=C(N=N2)C(=O)O,False
H⁺,"1,2,3-Triazole-4,5-dicarboxylic acid",C4H3N3O4,H2L,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.0,Log K,9.3,C10H9N3O2,CC1=C(N=NN1C2=CC=CC=C2)C(=O)O,False
H⁺,"1-Phenyl-1,2,3-triazole-4,5-dicarboxylic acid",C10H8N3O4,H2L,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.0,Log K,4.93,,,False
H⁺,Diethylenetriamine-N(1)-acetic acid,C6H15N3O2,HL,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,9.92,C4H3N3O4,C1(=NNN=C1C(=O)O)C(=O)O,False
H⁺,2-(Carboxymethylaminomethyl)azole-4-sulfonic acidglycine),C7H10N2O5S1,H2L,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,1.0,Log K,8.71,,,False
H⁺,L-2-(Methylamino)-3-(4-imidazolyl)propanoic acid-Methylhistidine),C7H11N3O2,HL,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,9.32,,,False
H⁺,L-2-(Benzylamino)-3-(4-imidazolyl)propanoic acid-Benzyl-L-histidine),C13H15N3O2,HL,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,8.32,,,False
H⁺,"L-2-(Benzylamino)-3-(3-benzyl-5-imidazolyl)propanoic acid,N(3)-Dibenzyl-L-histidine)",C20H21N3O2,HL,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,8.47,,,False
H⁺,"L-4,5,6,7-Tetrahydro-1H-imidazo[4,5-c]pyridine-6-carboxylic acid",C7H9N3O2,HL,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,8.59,,,False
H⁺,4-Imidazolylacetic acid,C5H6N2O2,HL,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,7.26,,,False
H⁺,3-(4-Imidazolyl)propanoic acid,C6H8N2O2,HL,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,7.44,C7H9N3O2,C1[C@H](NCC2=C1N=CN2)C(=O)O,False
H⁺,2-Hydroxy-3-(4-imidazolyl)propanoic acid,C6H8N2O3,HL,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,7.31,,,False
H⁺,N-Acetyl-L-histidine,C8H11N3O3,HL,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,7.02,,,False
H⁺,N-(2-Methyl-2-propoxycarbonyl)-L-histidine,C10H14N3O4,HL,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,7.06,C6H8N2O3,C1=C(NC=N1)C[C@@H](C(=O)O)O,False
H⁺,N-Acetylglycyl-L-histidine,C10H14N4O4,HL,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,6.99,,,False
H⁺,N-Acetylglycylglycyl-L-histidine,C12H17N5O5,HL,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,7.06,C8H11N3O3,CC(=O)N[C@@H](CC1=CN=CN1)C(=O)O,False
H⁺,N-Acetylglycyl-L-histidylglycine,C12H17N5O5,HL,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,6.74,,,False
H⁺,N-Acetylglycyl(N(3)-benzyl-L-histidyl)glycine,C19H23N5O5,HL,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,6.25,,,False
H⁺,N-Acetylglycylglycylglycyl-L-histidine,C14H20N6O6,HL,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,7.09,,,False
H⁺,N-Acetylglycylglycyl-L-histidylglycine,C14H20N6O6,HL,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,6.78,,,False
H⁺,Ethylenediiminodiacetic acid,C6H12N2O4,H2L,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,9.61,C14H20N6O6,CC(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](CC1=CN=CN1)C(=O)O,False
H⁺,Ethylenediiminodi-3-propanoic acid,C8H16N2O4,H2L,Aza macrocycles with carboxylic acids,[HL]/[L][H],30,0.1,Log K,9.6,,,False
H⁺,Ethylenediiminodi-2-propanoic acid,C8H16N2O4,H2L,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,9.58,,,False
H⁺,Ethylenediiminodi-2-butanoic acid,C10H20N2O4,H2L,Aza macrocycles with carboxylic acids,[HL]/[L][H],37,0.15,Log K,9.15,C6H12N2O4,C(CNCC(=O)O)NCC(=O)O,False
H⁺,Ethylenediiminobis(dimethylacetic acid),C10H20N2O4,H2L,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,9.85,C14H20N6O6,CC(=O)NCC(=O)NCC(=O)N[C@@H](CC1=CN=CN1)C(=O)NCC(=O)O,False
H⁺,"1,4-Diaminobutane-N,N'-diacetic acid",C8H16N2O4,H2L,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,1.0,Log K,10.33,,,False
H⁺,Bis(carboxymethyliminomethyl)phosphinic acid,C6H13N2O6P1,H3L,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,9.0,,,False
H⁺,"3-(Carboxymethyl)-2-oxo-1,4-diazacyclohexane-1-butanedioic acid",C12H14N2O7,H3L,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,7.0,,,False
H⁺,Ethylenediiminodipropanedioic acid,C8H12N2O8,H4L,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,9.69,,,False
H⁺,Ethylenediiminodibutanedioic acid,C10H16N2O8,H4L,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,10.01,,,False
H⁺,Ethylenediiminodi-2-pentanedioic acid,C12H20N2O8,H4L,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,9.46,,,False
H⁺,"meso-(1,2-Dimethylethylene)diiminodipropanedioic acid",C10H16N2O8,H4L,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,9.94,,,False
H⁺,"meso-(1,2-Dimethylethylene)diiminodibutanedioic acid",C12H20N2O8,H4L,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,10.59,,,False
H⁺,"trans-1,2-Cyclohexylenediiminodipropanedioic acid",C12H18N2O8,H4L,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,10.49,C8H12N2O8,C(CNC(C(=O)O)C(=O)O)NC(C(=O)O)C(=O)O,False
H⁺,"trans-1,2-Cyclohexylenediiminodibutanedioic acid",C14H22N2O8,H4L,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,10.67,,,False
H⁺,DL-Trimethylenediiminodibutanedioic acid,C11H18N2O8,H4L,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,10.21,,,False
H⁺,"cis-1,4-Cyclohexylenediiminodipropanedioic acid",C12H18N2O8,H4L,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,9.72,,,False
H⁺,"trans-1,4-Cyclohexylenediiminodipropanedioic acid",C12H18N2O8,H4L,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,9.92,,,False
H⁺,"DL-2,3-Diaminopropanoic-N,N'-dipropanedioic acid",C9H12N2O10,H4L,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,9.71,,,False
H⁺,"N,N'-Bis(2-hydroxyphenyl)ethylenediiminodiacetic acid",C18H20N2O6,H4L,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,12.28,,,False
H⁺,rac-Ethylenediiminobis[(2-hydroxyphenyl)acetic acid],C18H20N2O6,H4L,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,12.05,,,False
H⁺,meso-Ethylenediiminobis[(2-hydroxyphenyl)acetic acid],C18H20N2O6,H4L,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,11.9,,,False
H⁺,"rac-Trimethylenebis[2-(2-hydroxy-3,5-dimethylphenyl)glycine]",C23H30N2O6,H4L,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,12.56,,,False
H⁺,"meso-Trimethylenebis[2-(2-hydroxy-3,5-dimethylphenyl)glycine]",C23H30N2O6,H4L,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,12.98,,,False
H⁺,Ethylenediiminobis(3-hydroxy-2-propanoic acid),C8H16N2O6,H2L,Aza macrocycles with carboxylic acids,[HL]/[L][H],20,0.1,Log K,9.2,,,False
H⁺,Ethylenediiminobis(4-hydroxy-2-butanoic acid),C10H20N2O6,H2L,Aza macrocycles with carboxylic acids,[HL]/[L][H],20,0.1,Log K,9.23,,,False
H⁺,"2-Hydroxy-1,3-propylenediiminodipropanedioic acid",C9H14N2O9,H4L,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,10.4,,,False
H⁺,"2-Hydroxy-1,3-propylenediiminodibutanedioic acid",C11H18N2O9,H4L,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,10.02,,,False
H⁺,"6-Oxa-3,9-diazaundecanedioic acid",C8H16N2O5,H2L,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,9.61,,,False
H⁺,"4,7,10-Triazatridecanedioic acid",C10H21N3O4,H2L,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.5,Log K,9.99,,,False
H⁺,Oxybis(ethyleneiminopropanedioic acid),C10H16N2O9,H4L,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,9.52,,,False
H⁺,"N,N'-Bis(2,2-dimethyl-2-mercaptoethyl)ethylenediimino-1-acetic acid",C11H24N2O2S2,H3L,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,11.33,,,False
H⁺,"L,L-Ethylenediimino-2,2'-bis(mercaptomethyl)acetic acid",C8H16N2O4S2,H4L,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,11.14,,,False
H⁺,"N,N'-Bis(2,2-dimethyl-2-mercaptoethyl)ethylenedinitrilodiacetic acid",C14H28N2O4S2,H4L,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,11.11,C10H21N3O4,C(CNCCNCCNCCC(=O)O)C(=O)O,False
H⁺,"N,N'-Bis(2,2-dimethyl-2-mercaptoethyl)-1-[4-(carboxymethoxy)phenylmethyl]ethylenedinitrilodiacetic acid",C23H36N2O7S2,H5L,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,12.0,,,False
H⁺,"Ethane-1,1,1-tris(methyleneiminoacetic acid)",C11H21N3O6,H3L,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,10.73,,,False
H⁺,"cis,cis-Cyclohexane-1,3,5-tris(iminoacetic acid)",C12H21N3O6,H3L,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,9.6,,,False
H⁺,"3,3',5,5'-Tetramethyl-2,2'-dipyrrolmethene-4,4'-dicarboxylic acid",C15H14N2O4,H2L,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,16.1,,,False
H⁺,N-(4-Methylphenylsulfonyl)ethylenediiminodiacetic acidethylenediiminodiacetic acid),C13H18N2O6S1,H2L,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,7.83,,,False
H⁺,Nitrilobis(ethyleneimino)tributanedioic acid,C16H25N3O12,H6L,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,10.35,,,False
H⁺,"N,N-Dimethylglycine",C4H9N1O2,HL,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,9.77,,,False
H⁺,"N,N-Diethylglycine",C6H13N1O2,HL,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,10.47,,,False
H⁺,"N,N-Pentamethyleneglycine",C7H13N1O2,HL,Aza macrocycles with carboxylic acids,[HL]/[L][H],20,0.1,Log K,10.25,C4H9NO2,CN(C)CC(=O)O,False
H⁺,L-N-Benzylproline,C12H13N1O3,HL,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,9.93,,,False
H⁺,"N,N-Bis(phosphonomethyl)glycine",C4H11N1O8P2,H5L,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,11.2,C6H13NO2,CCN(CC)CC(=O)O,False
H⁺,N-(Carboxymethyl)-N-(2-hydroxyethyl)aminoacetohydroxamic acid,C6H12N2O5,H2L,Aza macrocycles with carboxylic acids,[HL]/[L][H],20,0.1,Log K,9.18,C4H11NO8P2,C(C(=O)O)N(CP(=O)(O)O)CP(=O)(O)O,False
H⁺,"N,N-Bis(2-hydroxyethyl)glycine",C6H13N1O4,HL,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,8.11,,,False
H⁺,"DL-N,N-Bis(2-hydroxyethyl)alanine",C7H15N1O4,HL,Aza macrocycles with carboxylic acids,[HL]/[L][H],20,0.1,Log K,8.47,,,False
H⁺,"N,N-Bis(2-hydroxypropyl)glycine",C8H17N1O4,HL,Aza macrocycles with carboxylic acids,[HL]/[L][H],30,0.1,Log K,8.13,C6H13NO4,C(CO)N(CCO)CC(=O)O,False
H⁺,"N,N-Bis(3-oxo-3-(4-oxa-1-azacyclohexyl)propyl)glycine",C16H25N3O6,HL,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,8.2,,,False
H⁺,"N,N-Bis(3-oxo-3-(4-oxa-1-azacyclohexyl)propyl)-3-aminopropanoic acid",C17H27N3O6,HL,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,8.24,,,False
H⁺,"3-(3-Hydroxy-4-oxo-1,4-dihydro-1-pyridinyl)propanoic acid",C8H9N1O4,HL,Aza macrocycles with carboxylic acids,[HL]/[L][H],37,0.15,Log K,8.79,,,False
H⁺,L-2-(Dimethylamino)-3-(4-imidazolyl)propanoic acid-Dimethylhistidine),C8H13N3O2,HL,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,8.88,C8H17NO4,CC(CN(CC(C)O)CC(=O)O)O,False
H⁺,"1,5-Diazacyclooctane-N-acetic acid",C8H16N2O2,HL,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,11.8,,,False
H⁺,"N,N-Bis(2-aminoethyl)glycine",C6H15N3O2,HL,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,10.81,,,False
H⁺,"N,N'-Dimethylethylenedinitrilodiacetic acid",C8H16N2O4,H2L,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,9.92,,,False
H⁺,"5-Thia-2,8-diazanonane-N,N'-diacetic acid",C10H20N2O4S1,H2L,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,9.3,,,False
H⁺,"N,N'-Diethylethylenedinitrilodiacetic acid",C10H18N2O4,H2L,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,10.42,,,False
H⁺,"1,4,7-Trimethyl-1,7-bis(4-carboxybenzyl)-1,4,7-triazaheptane",C20H29N3O4,H2L,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,8.25,C6H15N3O2,C(CN(CCN)CC(=O)O)N,False
H⁺,"N,N'-Bis(phosphonomethyl)ethylenedinitrilodiacetic acid",C8H18N2O10P2,H6L,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,10.43,,,False
H⁺,"N,N'-Bis(carboxymethylaminocarbonylmethyl)ethylenedinitrilodiacetic acid",C14H22N4O10,H4L,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,7.37,,,False
H⁺,"N,N'-Bis(carboxymethyl)ethylenedinitrilo-N,N'-diacetohydroxamic acid",C10H18N4O8,H4L,Aza macrocycles with carboxylic acids,[HL]/[L][H],25,0.1,Log K,9.93,,,False
