SMILES,Identified_Atom_Indices,Identified_Group_Types,Expected_pKa_Count,Found_Group_Count,Reported_pKa_Values,Status
C[C@@H](O)[C@H](N)C(O)=O,4,primary_amine_N,2,1,"2.23,9.00",Count Mismatch (Groups vs Num)
C[C@@](CCC(O)=O)(NC(=O)c1ccccc1)C(O)=O,,,2,0,"3.51,4.63",Group Prediction Failed
C[C@H](N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(O)=O,2,primary_amine_N,2,1,"3.31,8.28",Count Mismatch (Groups vs Num)
C[C@H](N)C(=O)N1CCC[C@H]1C(O)=O,2,primary_amine_N,2,1,"2.90,8.40",Count Mismatch (Groups vs Num)
C[C@H](N)C(=O)NC(C)(C)C(O)=O,2,primary_amine_N,2,1,"3.49,8.22",Count Mismatch (Groups vs Num)
NCc1ccccn1,0:7,primary_amine_N:imidazole_pyridine_type_N,2,2,"2.19,8.75",OK
NCc1cccnc1,0:6,primary_amine_N:imidazole_pyridine_type_N,2,2,"3.88,8.88",OK
NCc1ccncc1,0:5,primary_amine_N:imidazole_pyridine_type_N,2,2,"4.05,8.30",OK
NN,0:1,primary_amine_N:primary_amine_N,2,2,"0.22,8.15",OK
NNC(=O)NN,0:5,primary_amine_N:primary_amine_N,2,2,"2.09,4.14",OK
C[C@@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(O)=O,17,primary_amine_N,2,1,"3.31,7.83",Count Mismatch (Groups vs Num)
C[C@@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(O)=O,12,primary_amine_N,2,1,"3.26,7.95",Count Mismatch (Groups vs Num)
C[C@@H](N)C(=O)N[C@H](C)C(=O)N[C@H](C)C(O)=O,2,primary_amine_N,2,1,"3.28,7.95",Count Mismatch (Groups vs Num)
NCCc1cccnc1,0:7,primary_amine_N:imidazole_pyridine_type_N,2,2,"4.64,9.44",OK
NCCc1ccncc1,0:6,primary_amine_N:imidazole_pyridine_type_N,2,2,"4.98,9.37",OK
NC[C@H](O)c1ccc(O)cc1,0,primary_amine_N,2,1,"8.85,9.91",Count Mismatch (Groups vs Num)
NCCc1[nH]ccn1,0:4,primary_amine_N:imidazole_pyridine_type_N,2,2,"6.04,9.27",OK
NCCc1c[nH]c(S)n1,0:8,primary_amine_N:imidazole_pyridine_type_N,2,2,"9.12,11.62",OK
NCCc1c[nH]c2ccc(O)cc12,0,primary_amine_N,2,1,"9.85,11.13",Count Mismatch (Groups vs Num)
C[As](C)(O)=O,,,2,0,"1.80,6.14",Group Prediction Failed
NCc1cccc(CN)n1,0:8:9,primary_amine_N:primary_amine_N:imidazole_pyridine_type_N,2,3,"9.15,9.53",Count Mismatch (Groups vs Num)
NCCN,0:3,primary_amine_N:primary_amine_N,2,2,"7.31,10.18",OK
NCCN1CCCC1,0,primary_amine_N,2,1,"6.56,9.74",Count Mismatch (Groups vs Num)
NCCN1CCCCC1,0,primary_amine_N,2,1,"6.38,9.89",Count Mismatch (Groups vs Num)
NCCNCc1ccccc1,0:3,primary_amine_N:secondary_amine_N,2,2,"6.48,9.41",OK
NCCN1CCNCC1,0:6,primary_amine_N:secondary_amine_N,2,2,"8.44,9.55",OK
NCCNC(=O)C(=O)NCCN,0:11,primary_amine_N:primary_amine_N,2,2,"8.39,9.36",OK
NCCc1ccccc1O,0,primary_amine_N,2,1,9.27,Count Mismatch (Groups vs Num)
NCCc1ccccn1,0:8,primary_amine_N:imidazole_pyridine_type_N,2,2,"4.04,9.67",OK
O[P](O)(=O)C(=O)[P](O)(O)=O,,,2,0,"5.44,8.29",Group Prediction Failed
N[C@@H](CO)C(O)=O,0,primary_amine_N,2,1,"2.27,9.21",Count Mismatch (Groups vs Num)
N[C@@H](CCC(=O)OCc1ccccc1)C([O-])=O,0,primary_amine_N,2,1,"2.06,8.89",Count Mismatch (Groups vs Num)
N[C@@H](CCC(N)=O)C(O)=O,6,primary_amine_N,2,1,"2.31,9.07",Count Mismatch (Groups vs Num)
NCCSCc1ccccn1,0:10,primary_amine_N:imidazole_pyridine_type_N,2,2,"4.21,9.28",OK
NCC[S](O)(=O)=O,0,primary_amine_N,2,1,"0.33,8.98",Count Mismatch (Groups vs Num)
NCC[SeH],3,selenium_hydride,2,1,"4.90,10.88",Count Mismatch (Groups vs Num)
N[C@@H](CCO)C(O)=O,0,primary_amine_N,2,1,"2.34,9.37",Count Mismatch (Groups vs Num)
ON=Cc1ccccn1,8,imidazole_pyridine_type_N,2,1,"3.66,10.00",Count Mismatch (Groups vs Num)
OCCNc1ccccc1C(O)=O,9,secondary_amine_N,2,1,"2.00,4.82",Count Mismatch (Groups vs Num)
OCCN(CC(O)=O)c1ccccc1C(O)=O,,,2,0,"2.41,7.73",Group Prediction Failed
OCCN(CCC(O)=O)CCC(O)=O,,,2,0,"3.93,8.91",Group Prediction Failed
OCCN(CCO)Cc1ccccn1,13,imidazole_pyridine_type_N,2,1,"1.20,6.92",Count Mismatch (Groups vs Num)
OCCN(CCO)c1cc(ccc1C(O)=O)C(O)=O,,,2,0,"3.10,7.00",Group Prediction Failed
O[Cr](O)(=O)=O,,,2,0,"0.58,5.94",Group Prediction Failed
O[Mo](O)(=O)=O,,,2,0,"3.76,3.81",Group Prediction Failed
ON=NO,,,2,0,"6.96,11.20",Group Prediction Failed
OCc1ncccc1O,3,imidazole_pyridine_type_N,2,1,"4.87,8.84",Count Mismatch (Groups vs Num)
ON1C=CC=CC1=O,,,2,0,"1.20,5.86",Group Prediction Failed
OCc1ccncc1O,5,imidazole_pyridine_type_N,2,1,"5.00,8.95",Count Mismatch (Groups vs Num)
ONC(=O)CCCC(O)=O,,,2,0,"4.37,9.39",Group Prediction Failed
ONC(=O)c1ccccc1O,,,2,0,"7.37,9.72",Group Prediction Failed
ONC(=O)c1cccnc1,8,imidazole_pyridine_type_N,2,1,"3.19,7.99",Count Mismatch (Groups vs Num)
ON=Cc1cc(ccc1O)[S](O)(=O)=O,,,2,0,"8.11,11.42",Group Prediction Failed
C[As](O)(O)=O,,,2,0,"4.08,8.71",Group Prediction Failed
N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)NCC(=O)N2CCC[C@H]2C(=O)NCC(O)=O,0:2:3:8,secondary_amine_N:primary_amine_N:secondary_amine_N:primary_amine_N,2,4,"3.39,7.47",Count Mismatch (Groups vs Num)
NON=C(N)C=NO,0:4,primary_amine_N:primary_amine_N,2,2,"2.95,11.37",OK
N[C@@H](CC(N)=O)C(O)=O,5,primary_amine_N,2,1,"2.23,8.76",Count Mismatch (Groups vs Num)
CC(C)[C@H](N)C(=O)N[C@@H](C(C)C)C(O)=O,4,primary_amine_N,2,1,"3.40,7.96",Count Mismatch (Groups vs Num)
CC(C)[C@H](N)C(=O)N[C@@H](C)C(O)=O,4,primary_amine_N,2,1,"3.32,7.92",Count Mismatch (Groups vs Num)
ON=Cc1cccnc1,7,imidazole_pyridine_type_N,2,1,"4.01,10.28",Count Mismatch (Groups vs Num)
ON=Cc1ccncc1,6,imidazole_pyridine_type_N,2,1,"4.58,9.91",Count Mismatch (Groups vs Num)
CC(CO)(CO)N(CC(O)=O)CC(O)=O,,,2,0,"2.78,8.45",Group Prediction Failed
CC(N)C(=O)NC(C)(C)C(=O)NC(C)(C)C(O)=O,2,primary_amine_N,2,1,"3.95,8.29",Count Mismatch (Groups vs Num)
CC(N)CCN,2:5,primary_amine_N:primary_amine_N,2,2,"8.90,10.72",OK
CC1=C(O)C(=O)C=CN1,,,2,0,"3.67,9.83",Group Prediction Failed
CC([SeH])CN,3,selenium_hydride,2,1,"5.08,10.74",Count Mismatch (Groups vs Num)
CC1(C)CNCCNCCNCCNC1,4:7:10:13,secondary_amine_N:secondary_amine_N:secondary_amine_N:secondary_amine_N,2,4,"9.95,11.40",Count Mismatch (Groups vs Num)
CC(N)CN,2:4,primary_amine_N:primary_amine_N,2,2,"7.14,10.05",OK
CC(O)(CC(O)=O)C(O)=O,,,2,0,"3.24,4.83",Group Prediction Failed
Nc1c(ccc2ccccc12)C(O)=O,0,primary_amine_N,2,1,"1.00,4.96",Count Mismatch (Groups vs Num)
Nc1cc(cc2ccccc12)C(O)=O,0,primary_amine_N,2,1,"2.91,4.49",Count Mismatch (Groups vs Num)
Nc1cc(ccc1O)[S](O)(=O)=O,0,primary_amine_N,2,1,"4.12,9.15",Count Mismatch (Groups vs Num)
Nc1cc(nc(c1)C(O)=O)C(O)=O,0:7,primary_amine_N:imidazole_pyridine_type_N,2,2,"2.29,9.05",OK
Nc1cc2ccccc2c(c1)C(O)=O,0,primary_amine_N,2,1,"2.52,4.52",Count Mismatch (Groups vs Num)
Nc1cc2ccccc2cc1C(O)=O,0,primary_amine_N,2,1,"2.41,4.87",Count Mismatch (Groups vs Num)
OCCNc1cc(C(O)=O)c(cc1C(O)=O)N(CCO)CCO,19,secondary_amine_N,2,1,"3.65,8.29",Count Mismatch (Groups vs Num)
CC(O)C(O)=S,,,2,0,"3.63,10.09",Group Prediction Failed
NCCSCCc1ccccn1,0:11,primary_amine_N:imidazole_pyridine_type_N,2,2,"5.12,9.35",OK
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NO,0,primary_amine_N,2,1,"7.04,9.09",Count Mismatch (Groups vs Num)
N[C@@H](Cc1ccccc1)C(=O)NO,0,primary_amine_N,2,1,"6.89,9.01",Count Mismatch (Groups vs Num)
N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc3ccccc3)C(O)=O,0,primary_amine_N,2,1,"3.52,7.13",Count Mismatch (Groups vs Num)
NNC(=S)NN,0:1:4:5,primary_amine_N:secondary_amine_N:secondary_amine_N:primary_amine_N,2,4,"0.85,3.22",Count Mismatch (Groups vs Num)
N[C@@H](Cc1ccc(O)cc1)C(N)=O,4,primary_amine_N,2,1,"7.42,9.83",Count Mismatch (Groups vs Num)
N[C@@H](Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)NCC(=O)NCC(O)=O,0,primary_amine_N,2,1,"3.11,7.75",Count Mismatch (Groups vs Num)
N[C@@H](Cc1ccccc1)C(=O)NCC(O)=O,0,primary_amine_N,2,1,"3.07,7.48",Count Mismatch (Groups vs Num)
N[C@@H](CC[S](O)(=O)=O)C(O)=O,0,primary_amine_N,2,1,"2.11,8.93",Count Mismatch (Groups vs Num)
N[C@@H](CO)C(=O)NCC(O)=O,0,primary_amine_N,2,1,"3.15,7.34",Count Mismatch (Groups vs Num)
N[C@@H](CO)C(=O)NO,0,primary_amine_N,2,1,"6.79,8.97",Count Mismatch (Groups vs Num)
NCCc1c[nH]cn1,0:7,primary_amine_N:imidazole_pyridine_type_N,2,2,"6.14,9.80",OK
NCCc1ccc(O)cc1,0,primary_amine_N,2,1,"9.40,10.50",Count Mismatch (Groups vs Num)
NCCc1cccc(O)c1,0,primary_amine_N,2,1,"9.31,10.39",Count Mismatch (Groups vs Num)
NCCOCCSCCN,0:9,primary_amine_N:primary_amine_N,2,2,"8.68,9.61",OK
NCCS,0,primary_amine_N,2,1,"8.29,10.74",Count Mismatch (Groups vs Num)
COc1ccccc1[As](O)(O)=O,,,2,0,"4.08,9.40",Group Prediction Failed
COc1ccccc1[P](O)(O)=O,,,2,0,"2.19,7.90",Group Prediction Failed
N[C@@H](Cc1c[nH]cn1)C(N)=O,4:10,primary_amine_N:imidazole_pyridine_type_N,2,2,"5.70,7.63",OK
CSCC[C@H](N)C(=O)N[C@@H](CCSC)C(O)=O,9,primary_amine_N,2,1,"3.22,7.41",Count Mismatch (Groups vs Num)
CSCC[C@H](N)C(=O)N[C@H](CCSC)C(O)=O,5,primary_amine_N,2,1,"2.98,7.59",Count Mismatch (Groups vs Num)
CSCC[C@H](NC(=O)CN)C(O)=O,9,primary_amine_N,2,1,"3.02,8.35",Count Mismatch (Groups vs Num)
Nc1cccc(N)c1,0:6,primary_amine_N:primary_amine_N,2,2,"2.45,5.00",OK
Nc1cccc(O)c1,0,primary_amine_N,2,1,"4.28,9.92",Count Mismatch (Groups vs Num)
Nc1ccc(N)cc1,0:5,primary_amine_N:primary_amine_N,2,2,"2.92,6.18",OK
Nc1ccc(SCC(O)=O)cc1,0,primary_amine_N,2,1,"2.99,4.48",Count Mismatch (Groups vs Num)
Nc1ccc(cc1)C(O)=O,0,primary_amine_N,2,1,"2.46,4.78",Count Mismatch (Groups vs Num)
Nc1c(O)cccc1C(O)=O,0,primary_amine_N,2,1,"5.19,10.12",Count Mismatch (Groups vs Num)
CSCC[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(O)=O,9,primary_amine_N,2,1,"3.24,7.27",Count Mismatch (Groups vs Num)
CSCCCNCCNCCCSC,5:8,secondary_amine_N:secondary_amine_N,2,2,"6.89,9.74",OK
CSCCN(CC(O)=O)CC(O)=O,,,2,0,"2.05,8.90",Group Prediction Failed
CSCC[C@H](N)C(=O)NCC(O)=O,5,primary_amine_N,2,1,"3.16,7.59",Count Mismatch (Groups vs Num)
CC(C)c1cccc(C(O)=O)c1O,,,2,0,2.76,Group Prediction Failed
CC(CC(C)(C)NCCNC(C)(C)CC(C)=NO)=NO,6:9,secondary_amine_N:secondary_amine_N,2,2,"6.12,9.38",OK
CC(CC(O)=O)C(O)=O,,,2,0,"3.95,5.42",Group Prediction Failed
CC(CC(O)=O)CC(O)=O,,,2,0,"4.25,6.23",Group Prediction Failed
N[C@H](CO)Cc1ccc(O)cc1,0,primary_amine_N,2,1,"8.94,9.98",Count Mismatch (Groups vs Num)
COc1ccccc1N(CC(O)=O)CC(O)=O,,,2,0,"2.69,5.58",Group Prediction Failed
Nc1ccc(C(N)=O)c(O)c1,7,primary_amine_N,2,1,"3.00,9.11",Count Mismatch (Groups vs Num)
Nc1ccc(C(O)=O)c2ccccc12,0,primary_amine_N,2,1,"2.00,4.84",Count Mismatch (Groups vs Num)
OC1C(O)C(O)(CO[P](O)(O)=O)OC1CO[P](O)(O)=O,,,2,0,"6.14,6.97",Group Prediction Failed
OC1C(O)C(OC1CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)N2C=CC(=O)NC2=O,,,2,0,"1.90,6.94",Group Prediction Failed
OC1C(O)C(OC1CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)n2cnc3C(=O)N=CNc23,2:7,imidazole_pyridine_type_N:imidazole_pyridine_type_N,2,2,"2.17,6.79",OK
OC1C(O)C(OC1CO[P](O)(=O)O[P](O)(O)=O)N2C=CC(=O)NC2=O,,,2,0,"1.30,6.74",Group Prediction Failed
OCC(C(O)c1ccccc1)N(CC(O)=O)CC(O)=O,,,2,0,"2.52,8.64",Group Prediction Failed
CC1(F)C(=O)NCCNCCCNCCNC1=O,8:12,secondary_amine_N:secondary_amine_N,2,2,"5.53,9.56",OK
CC1(F)CNCCNCCCNCCNC1,4:7:11:14,secondary_amine_N:secondary_amine_N:secondary_amine_N:secondary_amine_N,2,4,"9.69,11.34",Count Mismatch (Groups vs Num)
CC(C)c1cccc(C(C)C)c1NC(=O)CN(CC(O)=O)CC(O)=O,,,2,0,"2.20,5.83",Group Prediction Failed
OC(=O)c1nccnc1C(O)=O,4:7,imidazole_pyridine_type_N:imidazole_pyridine_type_N,2,2,"1.50,3.04",OK
OC(C(O)=O)C(O)=O,,,2,0,"2.02,4.24",Group Prediction Failed
OC(C(O)C(O)=O)C(O)=O,,,2,0,"3.00,4.50",Group Prediction Failed
OC[C@H]1O[C@H](O[P](O)(O)=O)[C@H](O)[C@@H](O)[C@@H]1O,,,2,0,"1.50,6.01",Group Prediction Failed
OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3C(=O)NC(=O)Nc23,6,imidazole_pyridine_type_N,2,1,"1.19,5.57",Count Mismatch (Groups vs Num)
OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(O)ncnc23,7:11:13,imidazole_pyridine_type_N:imidazole_pyridine_type_N:imidazole_pyridine_type_N,2,3,"1.10,8.70",Count Mismatch (Groups vs Num)
OC[P](O)(O)=O,,,2,0,"1.70,7.11",Group Prediction Failed
OCCNCCc1ccccn1,3:11,secondary_amine_N:imidazole_pyridine_type_N,2,2,"3.15,7.94",OK
CCC(CC(O)=O)CC(O)=O,,,2,0,"4.29,6.33",Group Prediction Failed
CCC(CC)(C(O)=O)C(CC)(CC)C(O)=O,,,2,0,"3.39,8.06",Group Prediction Failed
CCC(CC)(C(O)=O)C(O)=O,,,2,0,"2.02,6.95",Group Prediction Failed
CCC(CC)(CC(O)=O)CC(O)=O,,,2,0,"3.62,7.13",Group Prediction Failed
CCC(CCC(C)C)(C(O)=O)C(O)=O,,,2,0,"2.04,7.20",Group Prediction Failed
OC(CC(O)=O)C(O)=O,,,2,0,"3.25,4.67",Group Prediction Failed
OC(CN(CC(O)=O)CC(O)=O)c1ccccc1,,,2,0,"3.17,8.43",Group Prediction Failed
OC(Cc1c[nH]cn1)C(O)=O,10,imidazole_pyridine_type_N,2,1,"3.00,7.31",Count Mismatch (Groups vs Num)
CCC(C)(CC(O)=O)CC(O)=O,,,2,0,"3.62,6.70",Group Prediction Failed
CC1C(=O)NCCNCCNCCNCCNC1=O,7:10:13,secondary_amine_N:secondary_amine_N:secondary_amine_N,2,3,"7.95,9.08",Count Mismatch (Groups vs Num)
CC1CC(C)(C)NCCNCCNCCN1,6:9:12:15,secondary_amine_N:secondary_amine_N:secondary_amine_N:secondary_amine_N,2,4,"9.46,11.30",Count Mismatch (Groups vs Num)
CC1CC(C)NCCNCCNCCN1,5:8:11:14,secondary_amine_N:secondary_amine_N:secondary_amine_N:secondary_amine_N,2,4,"9.76,11.40",Count Mismatch (Groups vs Num)
CC1CNCC(C)N1,3:7,secondary_amine_N:secondary_amine_N,2,2,"5.40,9.57",OK
CCC(CO)(CO)N(CC(O)=O)CC(O)=O,,,2,0,"3.01,8.51",Group Prediction Failed
CCC(N)C(O)=O,3,primary_amine_N,2,1,"2.47,9.95",Count Mismatch (Groups vs Num)
CCC(N)CN,3:5,primary_amine_N:primary_amine_N,2,2,"6.53,9.53",OK
Nc1cccc(c1)C(O)=O,0,primary_amine_N,2,1,"3.11,4.65",Count Mismatch (Groups vs Num)
Nc1cccc(c1)[P](O)(O)=O,0,primary_amine_N,2,1,"4.50,7.53",Count Mismatch (Groups vs Num)
Nc1cccc2c1cccc2C(O)=O,0,primary_amine_N,2,1,"2.79,4.44",Count Mismatch (Groups vs Num)
OCC(CO)N(CC(O)=O)CC(O)=O,,,2,0,"2.65,8.58",Group Prediction Failed
OCC(CO)O[P](O)(O)=O,,,2,0,"1.33,6.16",Group Prediction Failed
CCC(C(O)=O)(C(O)=O)c1ccccc1,,,2,0,"1.80,7.01",Group Prediction Failed
CCC(C(O)=O)C(O)=O,,,2,0,"2.88,5.65",Group Prediction Failed
CCC(C)(C(O)=O)C(O)=O,,,2,0,"2.86,6.41",Group Prediction Failed
N[C@@H]1CCC[C@H]1C(O)=O,0,primary_amine_N,2,1,"3.75,9.91",Count Mismatch (Groups vs Num)
O=C1CC(=O)NCCN(CCCN(CCN1)CCC#N)CCC#N,,,2,0,"3.05,5.94",Group Prediction Failed
O=C1CC(=O)NCCNCCCCCNCCN1,8:14,secondary_amine_N:secondary_amine_N,2,2,"8.53,10.30",OK
O=C1CC(=O)NCCNCCSCCNCCN1,8:14,secondary_amine_N:secondary_amine_N,2,2,"7.23,8.16",OK
Nc1ncnc2nn[nH]c12,0:2:4:6:7,primary_amine_N:imidazole_pyridine_type_N:imidazole_pyridine_type_N:imidazole_pyridine_type_N:imidazole_pyridine_type_N,2,5,"2.75,6.04",Count Mismatch (Groups vs Num)
COC(=O)[C@H](Cc1c[nH]cn1)NC(=O)CNC(=O)CNC(=O)[C@H](C)N,10:24,imidazole_pyridine_type_N:primary_amine_N,2,2,"6.62,8.05",OK
O=C1CSCC(=O)NCCCNCCNCCCN1,11:14,secondary_amine_N:secondary_amine_N,2,2,"6.53,9.54",OK
O=C1CSCC(=O)NCCNCCNCCN1,10:13,secondary_amine_N:secondary_amine_N,2,2,"5.49,9.00",OK
COc1ccc(c(OC)c1)[As](O)(O)=O,,,2,0,"4.35,9.55",Group Prediction Failed
N[C@H]1CC=CC[C@H]1C(O)=O,0,primary_amine_N,2,1,"3.29,10.20",Count Mismatch (Groups vs Num)
N[C@H]1CCCC[C@H]1C(O)=O,0,primary_amine_N,2,1,"3.49,10.54",Count Mismatch (Groups vs Num)
N[C@H]1CCC[C@H]1C(O)=O,0,primary_amine_N,2,1,"3.54,10.10",Count Mismatch (Groups vs Num)
N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc2ccccc2)C(O)=O,0,primary_amine_N,2,1,"3.26,7.27",Count Mismatch (Groups vs Num)
N[C@@H](Cc1ccccc1)C(O)=O,0,primary_amine_N,2,1,"2.31,9.21",Count Mismatch (Groups vs Num)
N[C@@H]1CC=CC[C@H]1C(O)=O,0,primary_amine_N,2,1,"3.33,10.29",Count Mismatch (Groups vs Num)
N[C@@H]1CCCC[C@H]1C(O)=O,0,primary_amine_N,2,1,"3.47,10.01",Count Mismatch (Groups vs Num)
Nc1ccccc1O,0,primary_amine_N,2,1,"4.78,9.84",Count Mismatch (Groups vs Num)
N[C@H](CO)Cc1c[nH]cn1,0:9,primary_amine_N:imidazole_pyridine_type_N,2,2,"5.85,8.84",OK
COc1cccc(O)c1O,,,2,0,"9.20,11.99",Group Prediction Failed
COc1ccc(cc1)[As](O)(O)=O,,,2,0,"3.79,8.93",Group Prediction Failed
COc1ccc(cc1)[P](O)(O)=O,,,2,0,"2.05,7.66",Group Prediction Failed
COc1cccc(C(O)=O)c1O,,,2,0,"2.69,13.95",Group Prediction Failed
COc1ccc(NCC(O)=O)cc1,6,secondary_amine_N,2,1,"2.00,9.07",Count Mismatch (Groups vs Num)
COc1ccc(O)c(c1)C(O)=O,,,2,0,"2.92,13.85",Group Prediction Failed
OCCNc1cc(C(O)=O)c(NCCO)cc1C(O)=O,6:16,secondary_amine_N:secondary_amine_N,2,2,"3.66,6.74",OK
Nc1cccc2cccc(C(O)=O)c12,0,primary_amine_N,2,1,"1.70,4.55",Count Mismatch (Groups vs Num)
COc1ccc(CCN)cc1O,8,primary_amine_N,2,1,"9.23,10.38",Count Mismatch (Groups vs Num)
Nc1n[nH]cn1,0:2:5,primary_amine_N:imidazole_pyridine_type_N:imidazole_pyridine_type_N,2,3,"4.21,10.41",Count Mismatch (Groups vs Num)
Nc1nc(N)c2[nH]cnc2n1,0:2:4:8:10,primary_amine_N:imidazole_pyridine_type_N:primary_amine_N:imidazole_pyridine_type_N:imidazole_pyridine_type_N,2,5,"4.96,10.32",Count Mismatch (Groups vs Num)
Nc1ccccc1C(=O)NO,0,primary_amine_N,2,1,"2.68,8.82",Count Mismatch (Groups vs Num)
Nc1ccccc1C(O)=O,0,primary_amine_N,2,1,"2.10,4.84",Count Mismatch (Groups vs Num)
Nc1ccccc1N,0:7,primary_amine_N:primary_amine_N,2,2,"0.60,4.69",OK
OC(=O)C(=Cc1ccccc1)C(O)=O,,,2,0,"2.11,4.77",Group Prediction Failed
OC(=O)C(=O)C(O)=O,,,2,0,"1.82,3.52",Group Prediction Failed
CNCCSCCNC,1:7,secondary_amine_N:secondary_amine_N,2,2,"8.94,9.91",OK
CNCCSCCOCCSCCNC,1:13,secondary_amine_N:secondary_amine_N,2,2,"9.06,9.84",OK
CNCCc1c[nH]cn1,1:8,secondary_amine_N:imidazole_pyridine_type_N,2,2,"5.87,9.90",OK
CNCCc1ccccn1,1:9,secondary_amine_N:imidazole_pyridine_type_N,2,2,"4.02,9.96",OK
CNCc1cccc(C)n1,1:9,secondary_amine_N:imidazole_pyridine_type_N,2,2,"2.92,8.94",OK
OC(=O)C(CC=C)C(O)=O,,,2,0,"2.63,5.24",Group Prediction Failed
COc1cc(CC(O)=O)ccc1O,,,2,0,"4.31,9.76",Group Prediction Failed
COc1cc(CCC(O)=O)ccc1O,,,2,0,"4.48,9.87",Group Prediction Failed
OC(=O)C(Cc1ccccc1)C(O)=O,,,2,0,"2.75,5.44",Group Prediction Failed
OC(=O)C(O)=O,,,2,0,"1.35,3.94",Group Prediction Failed
OC(=O)C/C=C/C(O)=O,,,2,0,"3.77,5.08",Group Prediction Failed
OC(=O)/C=C/c1ccccn1,10,imidazole_pyridine_type_N,2,1,"2.83,4.56",Count Mismatch (Groups vs Num)
OC(=O)C#CC(O)=O,,,2,0,"0.70,2.34",Group Prediction Failed
OC(=O)C(=C)O[P](O)(O)=O,,,2,0,"3.45,6.24",Group Prediction Failed
COC(=O)[C@@H](N)CS,5,primary_amine_N,2,1,"6.53,8.93",Count Mismatch (Groups vs Num)
COC(=O)[C@@H](N)Cc1c[nH]cn1,5:11,primary_amine_N:imidazole_pyridine_type_N,2,2,"5.16,7.09",OK
COC(=O)[C@H](Cc1c[nH]cn1)NC(=O)CNC(=O)CN,10:19,imidazole_pyridine_type_N:primary_amine_N,2,2,"6.12,7.47",OK
Nc1ccc(cc1)[P](O)(O)=O,0,primary_amine_N,2,1,"3.99,7.84",Count Mismatch (Groups vs Num)
Nc1ccc(cc1C(O)=O)[S](O)(=O)=O,0,primary_amine_N,2,1,"1.60,4.29",Count Mismatch (Groups vs Num)
Nc1ccc(cc1N)C(O)=O,0:10,primary_amine_N:primary_amine_N,2,2,"3.69,4.75",OK
Nc1ccc2c(cccc2C(O)=O)c1,0,primary_amine_N,2,1,"2.88,4.55",Count Mismatch (Groups vs Num)
CO[P]([O-])(=O)O[P](O)(O)=O,,,2,0,"1.60,6.37",Group Prediction Failed
O=C1N=CN=C2NNC=C12,2:4,imidazole_pyridine_type_N:imidazole_pyridine_type_N,2,2,"1.40,9.11",OK
O=C1NC=CC=C1,,,2,0,"1.25,9.50",Group Prediction Failed
O=C1NC=Nc2nc[nH]c12,4:6,imidazole_pyridine_type_N:imidazole_pyridine_type_N,2,2,"2.02,8.67",OK
COc1cc(CCN)ccc1O,7,primary_amine_N,2,1,"9.34,10.47",Count Mismatch (Groups vs Num)
COCCCN(CC(O)=O)CC(O)=O,,,2,0,"2.61,10.02",Group Prediction Failed
COCCN(CC(O)=O)CC(O)=O,,,2,0,"2.29,9.05",Group Prediction Failed
COCc1cc(C)c(CN)c(N)n1,9:11:12,primary_amine_N:primary_amine_N:imidazole_pyridine_type_N,2,3,"5.41,8.96",Count Mismatch (Groups vs Num)
COCc1cc(C)nc(N)c1CN,7:9:12,imidazole_pyridine_type_N:primary_amine_N:primary_amine_N,2,3,"5.78,8.96",Count Mismatch (Groups vs Num)
OC(=O)C1=CC(=O)C(=CO1)O,,,2,0,"1.40,7.47",Group Prediction Failed
OC(=O)CC(O)=O,,,2,0,"2.70,5.27",Group Prediction Failed
OC(=O)CC1(CCCC1)CC(O)=O,,,2,0,"3.78,6.59",Group Prediction Failed
OC(=O)CC1(CCCCC1)CC(O)=O,,,2,0,"3.00,7.48",Group Prediction Failed
OC(=O)CCC(O)=O,,,2,0,"4.11,5.31",Group Prediction Failed
OC(=O)CCCC(O)=O,,,2,0,"4.22,5.01",Group Prediction Failed
OC(=O)CCCCC(O)=O,,,2,0,"4.37,5.06",Group Prediction Failed
OC(=O)CC(=C)C(O)=O,,,2,0,"3.71,5.24",Group Prediction Failed
OC(=O)C1=CNC(=O)NC1=O,,,2,0,"4.05,8.78",Group Prediction Failed
OC(=O)C1(CC1)C(O)=O,,,2,0,"1.56,7.04",Group Prediction Failed
OC(=O)C1(CCC1)C(O)=O,,,2,0,"2.90,5.36",Group Prediction Failed
OC(=O)C1(CCCC1)C(O)=O,,,2,0,"3.01,5.64",Group Prediction Failed
OC(=O)C1(CCCCC1)C(O)=O,,,2,0,"3.30,5.70",Group Prediction Failed
