Metal ion,Ligand,Formula,Ligand class,Equilibrium,Temperature (C),Ionic strength,Value type,Value,Note,SMILES,max_eq_num,AcidCount,AmineCount,PhenolCount,PyridineCount,MonoPhosphateCount,ImidazoleNHCount,CyclicAmineCount,Ligand_class_id,molecular_weight,HBD,HBA,logP,TPSA
H⁺,L-2-Amino-3-methylpentanoic acid (Isoleucine),C6H13N1O2,Amino Acids,[HL]/[L][H],10,0.0,Log K,10.17,,CC[C@H](C)[C@H](N)C(O)=O,2,1,1,0,0,0,0,0,0,131.175,2,2,0.4444,63.32
H⁺,L-2-Amino-3-methylpentanoic acid (Isoleucine),C6H13N1O2,Amino Acids,[HL]/[L][H],25,0.0,Log K,9.758,,CC[C@H](C)[C@H](N)C(O)=O,2,1,1,0,0,0,0,0,0,131.175,2,2,0.4444,63.32
H⁺,L-2-Amino-3-methylpentanoic acid (Isoleucine),C6H13N1O2,Amino Acids,[HL]/[L][H],40,0.0,Log K,9.479,,CC[C@H](C)[C@H](N)C(O)=O,2,1,1,0,0,0,0,0,0,131.175,2,2,0.4444,63.32
H⁺,L-2-Amino-3-methylpentanoic acid (Isoleucine),C6H13N1O2,Amino Acids,[H₂L]/[HL][H],25,0.1,Log K,2.26,,CC[C@H](C)[C@H](N)C(O)=O,2,1,1,0,0,0,0,0,0,131.175,2,2,0.4444,63.32
H⁺,L-2-Amino-3-methylpentanoic acid (Isoleucine),C6H13N1O2,Amino Acids,[H₂L]/[HL][H],37,0.15,Log K,2.24,,CC[C@H](C)[C@H](N)C(O)=O,2,1,1,0,0,0,0,0,0,131.175,2,2,0.4444,63.32
H⁺,L-2-Amino-3-methylpentanoic acid (Isoleucine),C6H13N1O2,Amino Acids,[H₂L]/[HL][H],25,0.5,Log K,2.4,,CC[C@H](C)[C@H](N)C(O)=O,2,1,1,0,0,0,0,0,0,131.175,2,2,0.4444,63.32
H⁺,L-2-Amino-3-methylpentanoic acid (Isoleucine),C6H13N1O2,Amino Acids,[H₂L]/[HL][H],25,3.0,Log K,2.84,NaClO₄ used as background electrolyte.,CC[C@H](C)[C@H](N)C(O)=O,2,1,1,0,0,0,0,0,0,131.175,2,2,0.4444,63.32
H⁺,L-2-Amino-3-methylpentanoic acid (Isoleucine),C6H13N1O2,Amino Acids,[H₂L]/[HL][H],10,0.0,Log K,2.333,,CC[C@H](C)[C@H](N)C(O)=O,2,1,1,0,0,0,0,0,0,131.175,2,2,0.4444,63.32
H⁺,L-2-Amino-3-methylpentanoic acid (Isoleucine),C6H13N1O2,Amino Acids,[H₂L]/[HL][H],25,0.0,Log K,2.318,,CC[C@H](C)[C@H](N)C(O)=O,2,1,1,0,0,0,0,0,0,131.175,2,2,0.4444,63.32
H⁺,D-allo-2-Amino-3-methylpentanoic acid (D-allo-Isoleucine),C6H13N1O2,Amino Acids,[HL]/[L][H],25,0.1,Log K,9.62,,CC[C@H](C)[C@@H](N)C(O)=O,2,1,1,0,0,0,0,0,0,131.175,2,2,0.4444,63.32
H⁺,D-allo-2-Amino-3-methylpentanoic acid (D-allo-Isoleucine),C6H13N1O2,Amino Acids,[H₂L]/[HL][H],25,0.1,Log K,2.2,,CC[C@H](C)[C@@H](N)C(O)=O,2,1,1,0,0,0,0,0,0,131.175,2,2,0.4444,63.32
H⁺,2-Amino-2-methylpropanoic acid (2-Aminoisobutyric acid),C4H9N1O2,Amino Acids,[HL]/[L][H],25,0.1,Log K,10.1,,CC(C)(N)C(O)=O,2,1,1,0,0,0,0,0,0,103.121,2,2,-0.1917,63.32
H⁺,2-Amino-2-methylpropanoic acid (2-Aminoisobutyric acid),C4H9N1O2,Amino Acids,[HL]/[L][H],25,0.5,Log K,10.07,,CC(C)(N)C(O)=O,2,1,1,0,0,0,0,0,0,103.121,2,2,-0.1917,63.32
H⁺,2-Amino-2-methylpropanoic acid (2-Aminoisobutyric acid),C4H9N1O2,Amino Acids,[HL]/[L][H],25,1.0,Log K,10.11,,CC(C)(N)C(O)=O,2,1,1,0,0,0,0,0,0,103.121,2,2,-0.1917,63.32
H⁺,2-Amino-2-methylpropanoic acid (2-Aminoisobutyric acid),C4H9N1O2,Amino Acids,[HL]/[L][H],25,3.0,Log K,10.58,NaClO₄ used as background electrolyte.,CC(C)(N)C(O)=O,2,1,1,0,0,0,0,0,0,103.121,2,2,-0.1917,63.32
H⁺,2-Amino-2-methylpropanoic acid (2-Aminoisobutyric acid),C4H9N1O2,Amino Acids,[HL]/[L][H],10,0.0,Log K,10.65,,CC(C)(N)C(O)=O,2,1,1,0,0,0,0,0,0,103.121,2,2,-0.1917,63.32
H⁺,2-Amino-2-methylpropanoic acid (2-Aminoisobutyric acid),C4H9N1O2,Amino Acids,[HL]/[L][H],25,0.0,Log K,10.206,,CC(C)(N)C(O)=O,2,1,1,0,0,0,0,0,0,103.121,2,2,-0.1917,63.32
H⁺,2-Amino-2-methylpropanoic acid (2-Aminoisobutyric acid),C4H9N1O2,Amino Acids,[HL]/[L][H],40,0.0,Log K,9.81,,CC(C)(N)C(O)=O,2,1,1,0,0,0,0,0,0,103.121,2,2,-0.1917,63.32
H⁺,2-Amino-2-methylpropanoic acid (2-Aminoisobutyric acid),C4H9N1O2,Amino Acids,[H₂L]/[HL][H],25,0.1,Log K,2.34,,CC(C)(N)C(O)=O,2,1,1,0,0,0,0,0,0,103.121,2,2,-0.1917,63.32
H⁺,2-Amino-2-methylpropanoic acid (2-Aminoisobutyric acid),C4H9N1O2,Amino Acids,[H₂L]/[HL][H],25,0.5,Log K,2.33,,CC(C)(N)C(O)=O,2,1,1,0,0,0,0,0,0,103.121,2,2,-0.1917,63.32
H⁺,2-Amino-2-methylpropanoic acid (2-Aminoisobutyric acid),C4H9N1O2,Amino Acids,[H₂L]/[HL][H],25,1.0,Log K,2.48,,CC(C)(N)C(O)=O,2,1,1,0,0,0,0,0,0,103.121,2,2,-0.1917,63.32
H⁺,2-Amino-2-methylpropanoic acid (2-Aminoisobutyric acid),C4H9N1O2,Amino Acids,[H₂L]/[HL][H],25,3.0,Log K,2.84,NaClO₄ used as background electrolyte.,CC(C)(N)C(O)=O,2,1,1,0,0,0,0,0,0,103.121,2,2,-0.1917,63.32
H⁺,2-Amino-2-methylpropanoic acid (2-Aminoisobutyric acid),C4H9N1O2,Amino Acids,[H₂L]/[HL][H],10,0.0,Log K,2.38,,CC(C)(N)C(O)=O,2,1,1,0,0,0,0,0,0,103.121,2,2,-0.1917,63.32
H⁺,2-Amino-2-methylpropanoic acid (2-Aminoisobutyric acid),C4H9N1O2,Amino Acids,[H₂L]/[HL][H],25,0.0,Log K,2.357,,CC(C)(N)C(O)=O,2,1,1,0,0,0,0,0,0,103.121,2,2,-0.1917,63.32
H⁺,2-Amino-2-methylpropanoic acid (2-Aminoisobutyric acid),C4H9N1O2,Amino Acids,[H₂L]/[HL][H],40,0.0,Log K,2.35,,CC(C)(N)C(O)=O,2,1,1,0,0,0,0,0,0,103.121,2,2,-0.1917,63.32
H⁺,1-Aminocyclopentanecarboxylic acid (Cycloleucine),C6H11N1O2,Amino Acids,[HL]/[L][H],20,0.1,Log K,10.31,,NC1(CCCC1)C(O)=O,2,1,1,0,0,0,0,0,0,129.159,2,2,0.3425,63.32
H⁺,1-Aminocyclopentanecarboxylic acid (Cycloleucine),C6H11N1O2,Amino Acids,[H₂L]/[HL][H],20,0.1,Log K,2.4,,NC1(CCCC1)C(O)=O,2,1,1,0,0,0,0,0,0,129.159,2,2,0.3425,63.32
H⁺,1-Aminocyclohexanecarboxylic acid,C7H13N1O2,Amino Acids,[HL]/[L][H],20,0.1,Log K,10.13,,NC1(CCCCC1)C(O)=O,2,1,1,0,0,0,0,0,0,143.186,2,2,0.7326,63.32
H⁺,1-Aminocyclohexanecarboxylic acid,C7H13N1O2,Amino Acids,[H₂L]/[HL][H],20,0.1,Log K,2.41,,NC1(CCCCC1)C(O)=O,2,1,1,0,0,0,0,0,0,143.186,2,2,0.7326,63.32
H⁺,1-Aminocycloheptanecarboxylic acid,C8H15N1O2,Amino Acids,[HL]/[L][H],20,0.1,Log K,10.46,,NC1(CCCCCC1)C(O)=O,2,1,1,0,0,0,0,0,0,157.213,2,2,1.1227,63.32
H⁺,1-Aminocycloheptanecarboxylic acid,C8H15N1O2,Amino Acids,[H₂L]/[HL][H],20,0.1,Log K,2.59,,NC1(CCCCCC1)C(O)=O,2,1,1,0,0,0,0,0,0,157.213,2,2,1.1227,63.32
H⁺,DL-Aminophenylacetic acid (Phenylglycine),C8H9N1O2,Amino Acids,[HL]/[L][H],25,0.1,Log K,8.92,,OC(=O)CNc1ccccc1,2,1,0,0,0,0,0,0,0,151.165,2,2,1.1831,49.33
H⁺,DL-Aminophenylacetic acid (Phenylglycine),C8H9N1O2,Amino Acids,[H₂L]/[HL][H],25,0.1,Log K,1.9,,OC(=O)CNc1ccccc1,2,1,0,0,0,0,0,0,0,151.165,2,2,1.1831,49.33
H⁺,L-2-Amino-3-phenylpropanoic acid (Phenylalanine),C9H11N1O2,Amino Acids,[HL]/[L][H],25,0.1,Log K,9.09,,N[C@@H](Cc1ccccc1)C(O)=O,2,1,1,0,0,0,0,0,0,165.192,2,2,0.641,63.32
H⁺,L-2-Amino-3-phenylpropanoic acid (Phenylalanine),C9H11N1O2,Amino Acids,[HL]/[L][H],37,0.15,Log K,8.76,,N[C@@H](Cc1ccccc1)C(O)=O,2,1,1,0,0,0,0,0,0,165.192,2,2,0.641,63.32
H⁺,L-2-Amino-3-phenylpropanoic acid (Phenylalanine),C9H11N1O2,Amino Acids,[HL]/[L][H],25,0.5,Log K,9.05,,N[C@@H](Cc1ccccc1)C(O)=O,2,1,1,0,0,0,0,0,0,165.192,2,2,0.641,63.32
H⁺,L-2-Amino-3-phenylpropanoic acid (Phenylalanine),C9H11N1O2,Amino Acids,[HL]/[L][H],25,1.0,Log K,9.16,,N[C@@H](Cc1ccccc1)C(O)=O,2,1,1,0,0,0,0,0,0,165.192,2,2,0.641,63.32
H⁺,L-2-Amino-3-phenylpropanoic acid (Phenylalanine),C9H11N1O2,Amino Acids,[HL]/[L][H],25,3.0,Log K,9.61,NaClO₄ used as background electrolyte.,N[C@@H](Cc1ccccc1)C(O)=O,2,1,1,0,0,0,0,0,0,165.192,2,2,0.641,63.32
H⁺,L-2-Amino-3-phenylpropanoic acid (Phenylalanine),C9H11N1O2,Amino Acids,[HL]/[L][H],10,0.0,Log K,9.75,,N[C@@H](Cc1ccccc1)C(O)=O,2,1,1,0,0,0,0,0,0,165.192,2,2,0.641,63.32
H⁺,L-2-Amino-3-phenylpropanoic acid (Phenylalanine),C9H11N1O2,Amino Acids,[HL]/[L][H],25,0.0,Log K,9.31,,N[C@@H](Cc1ccccc1)C(O)=O,2,1,1,0,0,0,0,0,0,165.192,2,2,0.641,63.32
H⁺,L-2-Amino-3-phenylpropanoic acid (Phenylalanine),C9H11N1O2,Amino Acids,[HL]/[L][H],40,0.0,Log K,8.96,,N[C@@H](Cc1ccccc1)C(O)=O,2,1,1,0,0,0,0,0,0,165.192,2,2,0.641,63.32
H⁺,L-2-Amino-3-phenylpropanoic acid (Phenylalanine),C9H11N1O2,Amino Acids,[H₂L]/[HL][H],25,0.1,Log K,2.18,,N[C@@H](Cc1ccccc1)C(O)=O,2,1,1,0,0,0,0,0,0,165.192,2,2,0.641,63.32
H⁺,L-2-Amino-3-phenylpropanoic acid (Phenylalanine),C9H11N1O2,Amino Acids,[H₂L]/[HL][H],37,0.15,Log K,2.15,,N[C@@H](Cc1ccccc1)C(O)=O,2,1,1,0,0,0,0,0,0,165.192,2,2,0.641,63.32
H⁺,L-2-Amino-3-phenylpropanoic acid (Phenylalanine),C9H11N1O2,Amino Acids,[H₂L]/[HL][H],25,0.5,Log K,2.29,,N[C@@H](Cc1ccccc1)C(O)=O,2,1,1,0,0,0,0,0,0,165.192,2,2,0.641,63.32
H⁺,L-2-Amino-3-phenylpropanoic acid (Phenylalanine),C9H11N1O2,Amino Acids,[H₂L]/[HL][H],25,1.0,Log K,2.28,,N[C@@H](Cc1ccccc1)C(O)=O,2,1,1,0,0,0,0,0,0,165.192,2,2,0.641,63.32
H⁺,L-2-Amino-3-phenylpropanoic acid (Phenylalanine),C9H11N1O2,Amino Acids,[H₂L]/[HL][H],25,3.0,Log K,2.75,NaClO₄ used as background electrolyte.,N[C@@H](Cc1ccccc1)C(O)=O,2,1,1,0,0,0,0,0,0,165.192,2,2,0.641,63.32
H⁺,L-2-Amino-3-phenylpropanoic acid (Phenylalanine),C9H11N1O2,Amino Acids,[H₂L]/[HL][H],25,0.0,Log K,2.2,,N[C@@H](Cc1ccccc1)C(O)=O,2,1,1,0,0,0,0,0,0,165.192,2,2,0.641,63.32
H⁺,DL-Amino-4-sulfophenylacetic acid (4-Sulfophenylglycine),C8H9N1O5S1,Amino Acids,[HL]/[L][H],25,0.1,Log K,8.66,,OC(=O)CNc1ccc(cc1)[S](O)(=O)=O,2,1,0,0,0,0,0,0,0,231.229,3,4,0.4298,103.7
H⁺,DL-Amino-4-sulfophenylacetic acid (4-Sulfophenylglycine),C8H9N1O5S1,Amino Acids,[H₂L]/[HL][H],25,0.1,Log K,1.8,,OC(=O)CNc1ccc(cc1)[S](O)(=O)=O,2,1,0,0,0,0,0,0,0,231.229,3,4,0.4298,103.7
H⁺,DL-2-Amino-4-sulfobutanoic acid (Homocysteic acid),C4H9N1O5S1,Amino Acids,[HL]/[L][H],25,0.1,Log K,8.93,,N[C@@H](CC[S](O)(=O)=O)C(O)=O,2,1,1,0,0,0,0,0,0,183.185,3,4,-1.3238,117.69
H⁺,DL-2-Amino-4-sulfobutanoic acid (Homocysteic acid),C4H9N1O5S1,Amino Acids,[H₂L]/[HL][H],25,0.1,Log K,2.11,,N[C@@H](CC[S](O)(=O)=O)C(O)=O,2,1,1,0,0,0,0,0,0,183.185,3,4,-1.3238,117.69
H⁺,3-Aminopropanoic acid (beta-Alanine),C3H7N1O2,Amino Acids,[HL]/[L][H],25,0.1,Log K,10.08,,NCCC(O)=O,2,1,1,0,0,0,0,0,0,89.094,2,2,-0.5802,63.32
H⁺,3-Aminopropanoic acid (beta-Alanine),C3H7N1O2,Amino Acids,[HL]/[L][H],37,0.15,Log K,9.75,,NCCC(O)=O,2,1,1,0,0,0,0,0,0,89.094,2,2,-0.5802,63.32
H⁺,3-Aminopropanoic acid (beta-Alanine),C3H7N1O2,Amino Acids,[HL]/[L][H],25,0.5,Log K,10.05,,NCCC(O)=O,2,1,1,0,0,0,0,0,0,89.094,2,2,-0.5802,63.32
H⁺,3-Aminopropanoic acid (beta-Alanine),C3H7N1O2,Amino Acids,[HL]/[L][H],25,1.0,Log K,10.14,,NCCC(O)=O,2,1,1,0,0,0,0,0,0,89.094,2,2,-0.5802,63.32
H⁺,3-Aminopropanoic acid (beta-Alanine),C3H7N1O2,Amino Acids,[HL]/[L][H],25,3.0,Log K,10.65,LiClO₄ used as background electrolyte.,NCCC(O)=O,2,1,1,0,0,0,0,0,0,89.094,2,2,-0.5802,63.32
H⁺,3-Aminopropanoic acid (beta-Alanine),C3H7N1O2,Amino Acids,[HL]/[L][H],25,3.0,Log K,10.71,NaClO₄ used as background electrolyte.,NCCC(O)=O,2,1,1,0,0,0,0,0,0,89.094,2,2,-0.5802,63.32
H⁺,3-Aminopropanoic acid (beta-Alanine),C3H7N1O2,Amino Acids,[HL]/[L][H],25,5.0,Log K,11.14,NaCl used as background electrolyte.,NCCC(O)=O,2,1,1,0,0,0,0,0,0,89.094,2,2,-0.5802,63.32
H⁺,3-Aminopropanoic acid (beta-Alanine),C3H7N1O2,Amino Acids,[HL]/[L][H],15,0.0,Log K,10.582,,NCCC(O)=O,2,1,1,0,0,0,0,0,0,89.094,2,2,-0.5802,63.32
H⁺,3-Aminopropanoic acid (beta-Alanine),C3H7N1O2,Amino Acids,[HL]/[L][H],25,0.0,Log K,10.295,,NCCC(O)=O,2,1,1,0,0,0,0,0,0,89.094,2,2,-0.5802,63.32
H⁺,3-Aminopropanoic acid (beta-Alanine),C3H7N1O2,Amino Acids,[HL]/[L][H],35,0.0,Log K,10.029,,NCCC(O)=O,2,1,1,0,0,0,0,0,0,89.094,2,2,-0.5802,63.32
H⁺,3-Aminopropanoic acid (beta-Alanine),C3H7N1O2,Amino Acids,[H₂L]/[HL][H],25,0.1,Log K,3.51,,NCCC(O)=O,2,1,1,0,0,0,0,0,0,89.094,2,2,-0.5802,63.32
H⁺,3-Aminopropanoic acid (beta-Alanine),C3H7N1O2,Amino Acids,[H₂L]/[HL][H],37,0.15,Log K,3.47,,NCCC(O)=O,2,1,1,0,0,0,0,0,0,89.094,2,2,-0.5802,63.32
H⁺,3-Aminopropanoic acid (beta-Alanine),C3H7N1O2,Amino Acids,[H₂L]/[HL][H],25,0.5,Log K,3.48,,NCCC(O)=O,2,1,1,0,0,0,0,0,0,89.094,2,2,-0.5802,63.32
H⁺,3-Aminopropanoic acid (beta-Alanine),C3H7N1O2,Amino Acids,[H₂L]/[HL][H],25,1.0,Log K,3.67,,NCCC(O)=O,2,1,1,0,0,0,0,0,0,89.094,2,2,-0.5802,63.32
H⁺,3-Aminopropanoic acid (beta-Alanine),C3H7N1O2,Amino Acids,[H₂L]/[HL][H],25,3.0,Log K,4.03,LiClO₄ used as background electrolyte.,NCCC(O)=O,2,1,1,0,0,0,0,0,0,89.094,2,2,-0.5802,63.32
H⁺,3-Aminopropanoic acid (beta-Alanine),C3H7N1O2,Amino Acids,[H₂L]/[HL][H],25,3.0,Log K,4.19,NaClO₄ used as background electrolyte.,NCCC(O)=O,2,1,1,0,0,0,0,0,0,89.094,2,2,-0.5802,63.32
H⁺,3-Aminopropanoic acid (beta-Alanine),C3H7N1O2,Amino Acids,[H₂L]/[HL][H],25,5.0,Log K,4.37,NaCl used as background electrolyte.,NCCC(O)=O,2,1,1,0,0,0,0,0,0,89.094,2,2,-0.5802,63.32
H⁺,3-Aminopropanoic acid (beta-Alanine),C3H7N1O2,Amino Acids,[H₂L]/[HL][H],10,0.0,Log K,3.609,,NCCC(O)=O,2,1,1,0,0,0,0,0,0,89.094,2,2,-0.5802,63.32
H⁺,3-Aminopropanoic acid (beta-Alanine),C3H7N1O2,Amino Acids,[H₂L]/[HL][H],25,0.0,Log K,3.551,,NCCC(O)=O,2,1,1,0,0,0,0,0,0,89.094,2,2,-0.5802,63.32
H⁺,3-Aminopropanoic acid (beta-Alanine),C3H7N1O2,Amino Acids,[H₂L]/[HL][H],40,0.0,Log K,3.52,,NCCC(O)=O,2,1,1,0,0,0,0,0,0,89.094,2,2,-0.5802,63.32
H⁺,cis-2-Aminocyclopentane-1-carboxylic acid,C6H11N1O2,Amino Acids,[HL]/[L][H],25,0.5,Log K,10.1,,N[C@H]1CCC[C@H]1C(O)=O,2,1,1,0,0,0,0,0,0,129.159,2,2,0.1984,63.32
H⁺,cis-2-Aminocyclopentane-1-carboxylic acid,C6H11N1O2,Amino Acids,[H₂L]/[HL][H],25,0.5,Log K,3.54,,N[C@H]1CCC[C@H]1C(O)=O,2,1,1,0,0,0,0,0,0,129.159,2,2,0.1984,63.32
H⁺,trans-2-Aminocyclopentane-1-carboxylic acid,C6H11N1O2,Amino Acids,[HL]/[L][H],25,0.5,Log K,9.91,,N[C@@H]1CCC[C@H]1C(O)=O,2,1,1,0,0,0,0,0,0,129.159,2,2,0.1984,63.32
H⁺,trans-2-Aminocyclopentane-1-carboxylic acid,C6H11N1O2,Amino Acids,[H₂L]/[HL][H],25,0.5,Log K,3.75,,N[C@@H]1CCC[C@H]1C(O)=O,2,1,1,0,0,0,0,0,0,129.159,2,2,0.1984,63.32
H⁺,cis-2-Aminocyclohexane-1-carboxylic acid,C7H13N1O2,Amino Acids,[HL]/[L][H],25,0.5,Log K,10.54,,N[C@H]1CCCC[C@H]1C(O)=O,2,1,1,0,0,0,0,0,0,143.186,2,2,0.5885,63.32
H⁺,cis-2-Aminocyclohexane-1-carboxylic acid,C7H13N1O2,Amino Acids,[H₂L]/[HL][H],25,0.5,Log K,3.49,,N[C@H]1CCCC[C@H]1C(O)=O,2,1,1,0,0,0,0,0,0,143.186,2,2,0.5885,63.32
H⁺,trans-2-Aminocyclohexane-1-carboxylic acid,C7H13N1O2,Amino Acids,[HL]/[L][H],25,0.5,Log K,10.01,,N[C@@H]1CCCC[C@H]1C(O)=O,2,1,1,0,0,0,0,0,0,143.186,2,2,0.5885,63.32
H⁺,trans-2-Aminocyclohexane-1-carboxylic acid,C7H13N1O2,Amino Acids,[H₂L]/[HL][H],25,0.5,Log K,3.47,,N[C@@H]1CCCC[C@H]1C(O)=O,2,1,1,0,0,0,0,0,0,143.186,2,2,0.5885,63.32
H⁺,cis-2-Amino-4-cyclohexene-1-carboxylic acid,C7H11N1O2,Amino Acids,[HL]/[L][H],25,0.5,Log K,10.2,,N[C@H]1CC=CC[C@H]1C(O)=O,2,1,1,0,0,0,0,0,0,141.17,2,2,0.3645,63.32
H⁺,cis-2-Amino-4-cyclohexene-1-carboxylic acid,C7H11N1O2,Amino Acids,[H₂L]/[HL][H],25,0.5,Log K,3.29,,N[C@H]1CC=CC[C@H]1C(O)=O,2,1,1,0,0,0,0,0,0,141.17,2,2,0.3645,63.32
H⁺,trans-2-Amino-4-cyclohexene-1-carboxylic acid,C7H11N1O2,Amino Acids,[HL]/[L][H],25,0.5,Log K,10.29,,N[C@@H]1CC=CC[C@H]1C(O)=O,2,1,1,0,0,0,0,0,0,141.17,2,2,0.3645,63.32
H⁺,trans-2-Amino-4-cyclohexene-1-carboxylic acid,C7H11N1O2,Amino Acids,[H₂L]/[HL][H],25,0.5,Log K,3.33,,N[C@@H]1CC=CC[C@H]1C(O)=O,2,1,1,0,0,0,0,0,0,141.17,2,2,0.3645,63.32
H⁺,DL-3-Amino-3-phenylpropanoic acid (Phenyl-beta-Alanine),C9H11N1O2,Amino Acids,[HL]/[L][H],25,0.5,Log K,9.0,,OC(=O)CCNc1ccccc1,2,1,0,0,0,0,0,0,0,165.192,2,2,1.5732,49.33
H⁺,DL-3-Amino-3-phenylpropanoic acid (Phenyl-beta-Alanine),C9H11N1O2,Amino Acids,[H₂L]/[HL][H],25,0.5,Log K,3.4,,OC(=O)CCNc1ccccc1,2,1,0,0,0,0,0,0,0,165.192,2,2,1.5732,49.33
H⁺,4-Aminobutanoic acid,C4H9N1O2,Amino Acids,[HL]/[L][H],25,0.1,Log K,10.35,,NCCCC(O)=O,2,1,1,0,0,0,0,0,0,103.121,2,2,-0.1901,63.32
H⁺,4-Aminobutanoic acid,C4H9N1O2,Amino Acids,[HL]/[L][H],37,0.15,Log K,10.03,,NCCCC(O)=O,2,1,1,0,0,0,0,0,0,103.121,2,2,-0.1901,63.32
H⁺,4-Aminobutanoic acid,C4H9N1O2,Amino Acids,[HL]/[L][H],25,0.5,Log K,10.33,,NCCCC(O)=O,2,1,1,0,0,0,0,0,0,103.121,2,2,-0.1901,63.32
H⁺,4-Aminobutanoic acid,C4H9N1O2,Amino Acids,[HL]/[L][H],25,1.0,Log K,10.43,,NCCCC(O)=O,2,1,1,0,0,0,0,0,0,103.121,2,2,-0.1901,63.32
H⁺,4-Aminobutanoic acid,C4H9N1O2,Amino Acids,[HL]/[L][H],25,5.0,Log K,11.33,NaCl used as background electrolyte.,NCCCC(O)=O,2,1,1,0,0,0,0,0,0,103.121,2,2,-0.1901,63.32
H⁺,4-Aminobutanoic acid,C4H9N1O2,Amino Acids,[HL]/[L][H],10,0.0,Log K,11.026,,NCCCC(O)=O,2,1,1,0,0,0,0,0,0,103.121,2,2,-0.1901,63.32
H⁺,4-Aminobutanoic acid,C4H9N1O2,Amino Acids,[HL]/[L][H],25,0.0,Log K,10.556,,NCCCC(O)=O,2,1,1,0,0,0,0,0,0,103.121,2,2,-0.1901,63.32
H⁺,4-Aminobutanoic acid,C4H9N1O2,Amino Acids,[HL]/[L][H],40,0.0,Log K,10.134,,NCCCC(O)=O,2,1,1,0,0,0,0,0,0,103.121,2,2,-0.1901,63.32
H⁺,4-Aminobutanoic acid,C4H9N1O2,Amino Acids,[H₂L]/[HL][H],25,0.1,Log K,4.02,,NCCCC(O)=O,2,1,1,0,0,0,0,0,0,103.121,2,2,-0.1901,63.32
H⁺,4-Aminobutanoic acid,C4H9N1O2,Amino Acids,[H₂L]/[HL][H],37,0.15,Log K,3.97,,NCCCC(O)=O,2,1,1,0,0,0,0,0,0,103.121,2,2,-0.1901,63.32
H⁺,4-Aminobutanoic acid,C4H9N1O2,Amino Acids,[H₂L]/[HL][H],25,0.5,Log K,4.0,,NCCCC(O)=O,2,1,1,0,0,0,0,0,0,103.121,2,2,-0.1901,63.32
H⁺,4-Aminobutanoic acid,C4H9N1O2,Amino Acids,[H₂L]/[HL][H],25,1.0,Log K,4.09,,NCCCC(O)=O,2,1,1,0,0,0,0,0,0,103.121,2,2,-0.1901,63.32
H⁺,4-Aminobutanoic acid,C4H9N1O2,Amino Acids,[H₂L]/[HL][H],25,5.0,Log K,4.87,NaCl used as background electrolyte.,NCCCC(O)=O,2,1,1,0,0,0,0,0,0,103.121,2,2,-0.1901,63.32
H⁺,4-Aminobutanoic acid,C4H9N1O2,Amino Acids,[H₂L]/[HL][H],10,0.0,Log K,4.057,,NCCCC(O)=O,2,1,1,0,0,0,0,0,0,103.121,2,2,-0.1901,63.32
H⁺,4-Aminobutanoic acid,C4H9N1O2,Amino Acids,[H₂L]/[HL][H],25,0.0,Log K,4.031,,NCCCC(O)=O,2,1,1,0,0,0,0,0,0,103.121,2,2,-0.1901,63.32
H⁺,4-Aminobutanoic acid,C4H9N1O2,Amino Acids,[H₂L]/[HL][H],40,0.0,Log K,4.027,,NCCCC(O)=O,2,1,1,0,0,0,0,0,0,103.121,2,2,-0.1901,63.32
H⁺,5-Aminopentanoic acid,C5H11N1O2,Amino Acids,[HL]/[L][H],25,0.5,Log K,10.6,,NCCCCC(O)=O,2,1,1,0,0,0,0,0,0,117.148,2,2,0.2,63.32
H⁺,5-Aminopentanoic acid,C5H11N1O2,Amino Acids,[HL]/[L][H],25,0.0,Log K,10.766,,NCCCCC(O)=O,2,1,1,0,0,0,0,0,0,117.148,2,2,0.2,63.32
H⁺,5-Aminopentanoic acid,C5H11N1O2,Amino Acids,[H₂L]/[HL][H],25,0.5,Log K,4.2,,NCCCCC(O)=O,2,1,1,0,0,0,0,0,0,117.148,2,2,0.2,63.32
H⁺,5-Aminopentanoic acid,C5H11N1O2,Amino Acids,[H₂L]/[HL][H],10,0.0,Log K,4.26,,NCCCCC(O)=O,2,1,1,0,0,0,0,0,0,117.148,2,2,0.2,63.32
H⁺,5-Aminopentanoic acid,C5H11N1O2,Amino Acids,[H₂L]/[HL][H],25,0.0,Log K,4.27,,NCCCCC(O)=O,2,1,1,0,0,0,0,0,0,117.148,2,2,0.2,63.32
H⁺,5-Aminopentanoic acid,C5H11N1O2,Amino Acids,[H₂L]/[HL][H],40,0.0,Log K,4.25,,NCCCCC(O)=O,2,1,1,0,0,0,0,0,0,117.148,2,2,0.2,63.32
H⁺,6-Aminohexanoic acid,C6H13N1O2,Amino Acids,[HL]/[L][H],25,0.5,Log K,10.67,,NCCCCCC(O)=O,2,1,1,0,0,0,0,0,0,131.175,2,2,0.5901,63.32
H⁺,6-Aminohexanoic acid,C6H13N1O2,Amino Acids,[HL]/[L][H],25,3.0,Log K,11.45,NaClO₄ used as background electrolyte.,NCCCCCC(O)=O,2,1,1,0,0,0,0,0,0,131.175,2,2,0.5901,63.32
H⁺,6-Aminohexanoic acid,C6H13N1O2,Amino Acids,[HL]/[L][H],10,0.0,Log K,11.334,,NCCCCCC(O)=O,2,1,1,0,0,0,0,0,0,131.175,2,2,0.5901,63.32
