sample_id,SMILES,metal_ion,true_pka_values,predicted_positions,binding_sites
851,CO[P]([O-])([O-])=O,Cu2+,[2.82],[5],"[1, 2, 3, 4, 5]"
852,COc1ccc(C(O)=O)c(c1)C(O)=O.COc2ccc(C(O)=O)c(c2)C(O)=O,Cu2+,[3.32],[12],"[1, 7, 8, 12, 13, 15, 21, 22, 26, 27]"
853,COc1ccc(N)c(N)c1,Cu2+,[6.6],[6],"[1, 6, 8]"
854,COc1cccc(SCC(O)=O)c1,Cu2+,[1.65],[10],"[1, 7, 10, 11]"
855,COc1ccccc1C(O)=O,Cu2+,[1.6],[9],"[1, 9, 10]"
856,COc1ccccc1SCC(O)=O,Cu2+,[1.84],[11],"[1, 8, 11, 12]"
857,COc1ccccc1[Se]CC(O)=O,Cu2+,[1.65],[11],"[1, 11, 12]"
858,CSCCSCCCSCCSC,Cu2+,[1.97],[8],"[1, 4, 8, 11]"
859,CSCC[C@H](N)C(=O)NCC(O)=O,Cu2+,[5.04],[5],"[1, 5, 7, 8, 11, 12]"
860,CSCC[C@H](N)C(=O)N[C@@H](C(C)C)C(O)=O,Cu2+,[4.96],[5],"[1, 5, 7, 8, 14, 15]"
861,CSCC[C@H](N)C(=O)N[C@@H](CCSC)C(O)=O,Cu2+,[5.07],[5],"[1, 5, 7, 8, 12, 15, 16]"
862,CSCC[C@H](N)C(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O,Cu2+,[8.75],[5],"[1, 5, 7, 8, 13, 15, 17, 18]"
863,CSCC[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(O)=O,Cu2+,[4.76],[5],"[1, 5, 7, 8, 18, 19]"
864,CSCC[C@H](N)C(=O)N[C@H](C(C)C)C(O)=O,Cu2+,[5.01],[5],"[1, 5, 7, 8, 14, 15]"
865,CSCC[C@H](N)C(=O)N[C@H](CCSC)C(O)=O,Cu2+,[5.12],[5],"[1, 5, 7, 8, 12, 15, 16]"
866,CSCC[C@H](N)C(=O)N[C@H](Cc1ccccc1)C(O)=O,Cu2+,[4.93],[5],"[1, 5, 7, 8, 18, 19]"
867,CSCC[C@H](NC(=O)CN)C(O)=O,Cu2+,[5.69],[9],"[1, 5, 7, 9, 11, 12]"
868,CSCC[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(O)=O,Cu2+,[4.97],[9],"[1, 5, 7, 9, 18, 19]"
869,CSCc1ccccn1,Cu2+,[3.27],[8],"[1, 8]"
870,C[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(O)=O,Cu2+,[11.22],[6],"[2, 4, 6, 12, 16, 17]"
871,C[C@@H](NC(=O)[C@@H]1CCCN1)C(O)=O,Cu2+,[6.48],[9],"[2, 4, 9, 11, 12]"
872,C[C@@H](O)[C@H](N)C(=O)NCC(O)=O,Cu2+,[5.1],[4],"[2, 4, 6, 7, 10, 11]"
873,C[C@@H](O)[C@H](NC(=O)CN)C(O)=O,Cu2+,[5.57],[8],"[2, 4, 6, 8, 10, 11]"
874,C[C@@](CCC(O)=O)(NC(=O)c1ccc(cc1)[N+]([O-])=O)C(O)=O.CC(CCC(O)=O)(NC(=O)c2ccc(cc2)[N+]([O-])=O)C(O)=O,Cu2+,[2.1],[5],"[5, 6, 7, 9, 16, 17, 18, 20, 21, 27, 28, 29, 31, 38, 39, 40, 42, 43]"
875,C[C@@](CCC(O)=O)(NC(=O)c1ccccc1)C(O)=O,Cu2+,[2.2],[5],"[5, 6, 7, 9, 17, 18]"
876,C[C@H](N)C(=O)NC(C)(C)C(O)=O,Cu2+,[5.6],[2],"[2, 4, 5, 10, 11]"
877,C[C@H](N)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc2c[nH]cn2)C(O)=O,Cu2+,[8.11],[2],"[2, 4, 5, 8, 9, 15, 16, 21, 23, 25, 26]"
878,C[C@H](N)C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(O)=O,Cu2+,[-5.4],[2],"[2, 4, 5, 8, 9, 12, 13, 16, 17, 20, 21]"
879,C[C@H](N)C(=O)NCC(=O)NCC(=O)NCC(O)=O,Cu2+,[5.08],[2],"[2, 4, 5, 8, 9, 12, 13, 16, 17]"
880,C[C@H](N)C(=O)NCC(=O)NCC(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O,Cu2+,[8.43],[2],"[2, 4, 5, 8, 9, 12, 13, 18, 20, 22, 23]"
881,C[C@H](N)C(=O)NCC(=O)NCC(O)=O,Cu2+,[4.78],[2],"[2, 4, 5, 8, 9, 12, 13]"
882,C[C@H](N)C(=O)NCC(O)=O,Cu2+,[5.27],[2],"[2, 4, 5, 8, 9]"
883,C[C@H](N)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(O)=O,Cu2+,[5.33],[2],"[2, 4, 5, 9, 10, 16, 17, 21, 22]"
884,C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O,Cu2+,[5.27],[2],"[2, 4, 5, 9, 10, 14, 15, 21, 22]"
885,C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(O)=O,Cu2+,[4.77],[2],"[2, 4, 5, 9, 10, 14, 15, 19, 20]"
886,C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(O)=O)C(O)=O,Cu2+,[5.46],[2],"[2, 4, 5, 9, 10, 14, 15, 19, 20, 22, 23]"
887,C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](C)C(O)=O,Cu2+,[5.36],[2],"[2, 4, 5, 9, 10, 14, 15, 17, 18, 22, 23]"
888,C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC(O)=O)C(O)=O,Cu2+,[6.67],[2],"[2, 4, 5, 9, 10, 14, 15, 17, 18, 22, 23, 25, 26]"
889,C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](C)C(O)=O,Cu2+,[5.59],[2],"[2, 4, 5, 9, 10, 15, 16, 18, 19, 23, 24]"
890,C[C@H](N)C(=O)N[C@@H](C)C(O)=O,Cu2+,[5.35],[2],"[2, 4, 5, 9, 10]"
891,C[C@H](N)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(O)=O,Cu2+,[6.27],[2],"[2, 4, 5, 9, 10, 12, 13, 17, 18, 22, 23]"
892,C[C@H](N)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(O)=O)C(O)=O,Cu2+,[7.11],[2],"[2, 4, 5, 9, 10, 12, 13, 17, 18, 22, 23, 25, 26]"
893,C[C@H](N)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](C)C(O)=O,Cu2+,[6.98],[2],"[2, 4, 5, 9, 10, 12, 13, 17, 18, 20, 21, 25, 26]"
894,C[C@H](N)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CO)C(=O)NCC(O)=O,Cu2+,[6.63],[2],"[2, 4, 5, 9, 10, 12, 13, 16, 18, 19, 22, 23]"
895,C[C@H](N)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(O)=O,Cu2+,[5.15],[2],"[2, 4, 5, 10, 11, 13, 14, 18, 19, 23, 24]"
896,C[C@H](N)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O,Cu2+,[4.88],[2],"[2, 4, 5, 10, 12, 13, 15, 16]"
897,C[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(O)=O,Cu2+,[5.2],[2],"[2, 4, 5, 15, 16]"
898,C[C@H](N)C(=O)N[C@H](C)C(O)=O,Cu2+,[5.6],[2],"[2, 4, 5, 9, 10]"
899,C[C@H](N)C(=O)N[C@H](Cc1ccccc1)C(O)=O,Cu2+,[5.42],[2],"[2, 4, 5, 15, 16]"
900,C[C@H](NC(=O)CN)C(=O)NCC(O)=O,Cu2+,[5.18],[6],"[2, 4, 6, 8, 9, 12, 13]"
901,C[C@H](NC(=O)CNC(=O)CN)C(O)=O,Cu2+,[5.08],[10],"[2, 4, 6, 8, 10, 12, 13]"
902,C[C@H](NC(=O)CNC(=O)CNC(=O)CNC(=O)CN)C(O)=O,Cu2+,[-5.35],[18],"[2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 21]"
903,C[C@H](NC(=O)OC(C)(C)C)C(=O)NCC(=O)NCC(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O,Cu2+,[4.97],[27],"[2, 4, 5, 11, 12, 15, 16, 19, 20, 25, 27, 29, 30]"
904,C[C@H](NC(=O)[C@@H](N)CC(O)=O)C(O)=O,Cu2+,[6.62],[6],"[2, 4, 6, 9, 10, 12, 13]"
905,C[C@H](NC(=O)[C@@H](N)CCC(O)=O)C(O)=O,Cu2+,[6.17],[6],"[2, 4, 6, 10, 11, 13, 14]"
906,C[C@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(O)=O,Cu2+,[11.62],[6],"[2, 4, 6, 12, 16, 17]"
907,C[C@H](NC(=O)[C@@H]1CCCN1)C(O)=O,Cu2+,[6.6],[9],"[2, 4, 9, 11, 12]"
908,C[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](N)CC(O)=O)C(=O)N[C@@H](CC(O)=O)C(O)=O,Cu2+,[6.83],[11],"[2, 4, 7, 9, 11, 14, 15, 17, 18, 22, 23, 25, 26]"
909,C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@@H](N)CC(O)=O)C(O)=O,Cu2+,[6.04],[16],"[2, 4, 7, 9, 12, 14, 16, 19, 20, 22, 23]"
910,C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@@H](N)CCC(O)=O)C(O)=O,Cu2+,[5.37],[16],"[2, 4, 7, 9, 12, 14, 16, 20, 21, 23, 24]"
911,C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@@H]1CCCN1)C(O)=O,Cu2+,[5.59],[21],"[2, 4, 7, 9, 12, 14, 19, 21, 22]"
912,C[P](O)(O)=O,Cu2+,[3.5],[2],"[1, 2, 3, 4]"
913,Cc1[nH]cc(C)n1,Cu2+,[3.8],[6],"[2, 6]"
914,Cc1c(cccc1N(CC(O)=O)CC(O)=O)N(CC(O)=O)CC(O)=O,Cu2+,[6.3],[14],"[7, 10, 11, 14, 15, 16, 19, 20, 23, 24]"
915,Cc1cc(ccc1N(CC(O)=O)CC(O)=O)N(CC(O)=O)CC(O)=O,Cu2+,[7.23],[19],"[7, 10, 11, 14, 15, 16, 19, 20, 23, 24]"
916,Cc1ccc(N(CC(O)=O)CC(O)=O)c(c1)N(CC(O)=O)CC(O)=O,Cu2+,[16.0],[8],"[5, 8, 9, 12, 13, 16, 19, 20, 23, 24]"
917,Cc1cccc(CN(CC(O)=O)CC(O)=O)n1,Cu2+,[12.65],[7],"[7, 10, 11, 14, 15, 16]"
918,Cc1ccccn1,Cu2+,[-1.3],[6],[6]
919,Cc1cccnc1,Cu2+,[2.77],[5],[5]
920,Cc1ccncc1,Cu2+,[2.88],[4],[4]
921,Cc1ncc(C[n+]2csc(CCO[P](O)(=O)O[P](O)(O)=O)c2C)c(N)n1,Cu2+,[5.23],[24],"[2, 6, 8, 12, 13, 14, 15, 16, 17, 18, 19, 20, 24, 25]"
922,N,Cu2+,[4.1],[],[]
923,NC(=O)CNC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]2CCCN2C(=O)OCc3ccccc3,Cu2+,[3.28],[13],"[0, 2, 4, 6, 11, 13, 14, 16, 21, 23, 24]"
924,NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@@H]3CCC(=O)N3,Cu2+,[3.5],[16],"[0, 2, 7, 9, 14, 16, 17, 19, 24, 25]"
925,NC(C(O)=O)C(O)=O,Cu2+,[9.85],[0],"[0, 3, 4, 6, 7]"
926,NC1=NC(=O)N(C=C1)C2OC(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)C(O)C2O,Cu2+,[5.859999999999999],[18],"[0, 2, 4, 5, 9, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 28]"
927,NC1=NC(=O)N(C=C1)C2OC(CO[P](O)(=O)O[P](O)(O)=O)C(O)C2O,Cu2+,[5.29],[18],"[0, 2, 4, 5, 9, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 24]"
928,NC1=NC(=O)N(C=C1)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O,Cu2+,[1.5],[0],"[0, 2, 4, 5, 9, 12, 14, 16]"
929,NC1=NC(=O)NC=C1,Cu2+,[1.7],[0],"[0, 2, 4, 5]"
930,NC1=NC(=O)c2ncn(C3OC(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)C(O)C3O)c2N1,Cu2+,[5.93],[24],"[0, 2, 4, 6, 8, 10, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 27, 29, 31]"
931,NC1=Nc2n(cnc2C(=O)N1)[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O,Cu2+,[2.1],[0],"[0, 2, 4, 6, 9, 10, 12, 15, 17, 19]"
932,NCC(=O)N1CCC[C@H]1C(=O)N2CCC[C@H]2C(=O)NCC(=O)NCC(O)=O,Cu2+,[5.38],[0],"[0, 3, 4, 10, 11, 17, 18, 21, 22, 25, 26]"
933,NCC(=O)N1CCC[C@H]1C(=O)NCC(=O)N[C@@H](Cc2ccccc2)C(O)=O,Cu2+,[5.15],[0],"[0, 3, 4, 10, 11, 14, 15, 25, 26]"
934,NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)NCC(O)=O,Cu2+,[5.22],[0],"[0, 3, 4, 10, 11, 21, 22, 25, 26]"
935,NCC(=O)N1CCC[C@H]1C(=O)N[C@H](Cc2ccccc2)C(=O)NCC(O)=O,Cu2+,[4.96],[0],"[0, 3, 4, 10, 11, 21, 22, 25, 26]"
936,NCC(=O)NCC(=O)N1CCC[C@H]1C(=O)NCC(=O)NCC(=O)NCC(=O)N2CCC[C@H]2C(=O)NCC(O)=O,Cu2+,[5.33],[0],"[0, 3, 4, 7, 8, 14, 15, 18, 19, 22, 23, 26, 27, 33, 34, 37, 38]"
937,NCC(=O)NCC(=O)N1CCC[C@H]1C(=O)NCC(O)=O,Cu2+,[4.95],[0],"[0, 3, 4, 7, 8, 14, 15, 18, 19]"
938,NCC(=O)NCC(=O)NCC(=O)N1CCC[C@H]1C(O)=O,Cu2+,[5.16],[0],"[0, 3, 4, 7, 8, 11, 12, 18, 19]"
939,NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(O)=O,Cu2+,[5.3],[0],"[0, 3, 4, 7, 8, 11, 12, 15, 16, 19, 20]"
940,NCC(=O)NCC(=O)NCC(=O)NCC(O)=O,Cu2+,[5.1],[0],"[0, 3, 4, 7, 8, 11, 12, 15, 16]"
941,NCC(=O)NCC(=O)NCC(N)=O,Cu2+,[4.77],[0],"[0, 3, 4, 7, 8, 11, 12]"
942,NCC(=O)NCC(=O)NCC(O)=O,Cu2+,[5.05],[0],"[0, 3, 4, 7, 8, 11, 12]"
943,NCC(=O)NCC(=O)NCCC(O)=O,Cu2+,[-5.25],[0],"[0, 3, 4, 7, 8, 12, 13]"
944,NCC(=O)NCC(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O,Cu2+,[7.59],[0],"[0, 3, 4, 7, 8, 13, 15, 17, 18]"
945,NCC(=O)NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O,Cu2+,[9.82],[0],"[0, 3, 4, 7, 8, 15, 19, 20]"
946,NCC(=O)NCC(N)=O,Cu2+,[4.88],[0],"[0, 3, 4, 7, 8]"
947,NCC(=O)NCCC(=O)NCC(O)=O,Cu2+,[-5.6],[0],"[0, 3, 4, 8, 9, 12, 13]"
948,NCC(=O)NCCC(N)=O,Cu2+,[5.22],[0],"[0, 3, 4, 8, 9]"
949,NCC(=O)N[C@@H](CC(N)=O)C(O)=O,Cu2+,[5.99],[0],"[0, 3, 4, 8, 9, 11, 12]"
950,NCC(=O)N[C@@H](CO)C(O)=O,Cu2+,[5.66],[0],"[0, 3, 4, 7, 9, 10]"
951,NCC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)NCC(=O)N[C@@H](Cc2c[nH]cn2)C(O)=O,Cu2+,[12.63],[0],"[0, 3, 4, 9, 11, 13, 14, 17, 18, 23, 25, 27, 28]"
952,NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NCC(O)=O,Cu2+,[9.72],[0],"[0, 3, 4, 11, 15, 16, 19, 20]"
953,NCC(O)C(O)=O,Cu2+,[-6.42],[0],"[0, 3, 5, 6]"
954,NCCC(=O)NC(Cc1[nH]cnc1)C(O)=O,Cu2+,[8.38],[0],"[0, 4, 5, 9, 11, 14, 15]"
955,NCCC(=O)NCC(=O)NCC(O)=O,Cu2+,[-5.28],[0],"[0, 4, 5, 8, 9, 12, 13]"
956,NCCC(=O)NCC(N)=O,Cu2+,[5.16],[0],"[0, 4, 5, 8, 9]"
957,NCCC(=O)NCC(O)=O,Cu2+,[5.45],[0],"[0, 4, 5, 8, 9]"
958,NCCC(=O)NCCC(O)=O,Cu2+,[5.5],[0],"[0, 4, 5, 9, 10]"
959,NCCCC(O)([P](O)(O)=O)[P](O)(O)=O,Cu2+,[12.9],[0],"[0, 5, 6, 7, 8, 9, 10, 11, 12, 13]"
960,NCCCC(O)=O,Cu2+,[5.47],[0],"[0, 5, 6]"
961,NCCCCNCCCN,Cu2+,[11.59],[9],"[0, 5, 9]"
962,NCCCC[C@H](N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O,Cu2+,[13.2],[0],"[0, 6, 8, 9, 16, 20, 21]"
963,NCCCC[C@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(O)=O,Cu2+,[13.42],[0],"[0, 6, 8, 10, 16, 20, 21]"
964,NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)CN)C(=O)N2CCC[C@H]2C(=O)NCC(O)=O,Cu2+,[8.99],[0],"[0, 6, 8, 13, 15, 17, 19, 20, 26, 27, 30, 31]"
965,NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCNC(N)=N)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(O)=O,Cu2+,[7.84],[0],"[0, 6, 8, 13, 15, 17, 21, 23, 24, 26, 27, 33, 34, 39, 40, 42, 43]"
966,NCCCN1CCCN(CCCN)CC1,Cu2+,[18.57],[0],"[0, 4, 8, 12]"
967,NCCCN1CCCNCCCNCCC1,Cu2+,[16.0],[0],"[0, 4, 8, 12]"
968,NCCCN1CCN(CCCN)CC1,Cu2+,[-13.4],[0],"[0, 4, 7, 11]"
969,NCCCNC(=O)C(=O)NCCCN,Cu2+,[11.46],[0],"[0, 4, 6, 8, 9, 13]"
970,NCCCNCCCCNCCCN,Cu2+,[14.7],[0],"[0, 4, 9, 13]"
971,NCCCNCCO.NCCCNCCO,Cu2+,[10.48],[0],"[0, 4, 7, 8, 12, 15]"
972,NCCC[P](O)(O)=O,Cu2+,[7.15],[0],"[0, 4, 5, 6, 7]"
973,NCCN1CCCN(CCN)CC1,Cu2+,[20.3],[10],"[0, 3, 7, 10]"
974,NCCN1CCCN(CCN)CCC1,Cu2+,[21.24],[0],"[0, 3, 7, 10]"
975,NCCN1CCCNCC1,Cu2+,[14.31],[0],"[0, 3, 7]"
976,NCCN1CCN(CCN)CC1,Cu2+,[11.91],[9],"[0, 3, 6, 9]"
977,NCCNC(=O)C(=O)NCCN,Cu2+,[9.17],[11],"[0, 3, 5, 7, 8, 11]"
978,NCCNCCCc1ccccn1.NCCNCCc2ccccn2,Cu2+,[13.4],[13],"[0, 3, 12, 13, 16, 24]"
979,NCCNCCOCCNCCN,Cu2+,[17.96],[0],"[0, 3, 6, 9, 12]"
980,NCCNCCSCCNCCN,Cu2+,[19.67],[0],"[0, 3, 6, 9, 12]"
981,NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@@H](O[C@@H]2CO)O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4N)[C@H](N)[C@@H](O)[C@@H]1O,Cu2+,[17.26],[0],"[0, 3, 5, 8, 10, 13, 14, 17, 19, 22, 24, 26, 29, 31, 33, 35, 37, 39, 41]"
982,NCc1cccc(n1)c2cccc(CN)n2,Cu2+,[15.05],[14],"[0, 7, 14, 15]"
983,NN,Cu2+,[4.2],[0],"[0, 1]"
984,NO,Cu2+,[-2.8],[0],"[0, 1]"
985,NO[P](O)(=O)C(c1ccccc1)[P](O)(O)=O,Cu2+,[15.63],[0],"[0, 1, 2, 3, 4, 12, 13, 14, 15]"
986,N[C@@H](CC(O)=O)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC(O)=O)C(O)=O,Cu2+,[7.83],[0],"[0, 4, 5, 7, 8, 12, 13, 15, 16, 20, 21, 23, 24]"
987,N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O)C(=O)NCC(O)=O)C(O)=O,Cu2+,[13.82],[19],"[0, 5, 6, 9, 10, 13, 15, 19, 21, 22, 24, 25, 28, 29, 31, 32, 35, 36, 38, 39]"
988,N[C@@H](CCC(O)=O)C(=O)N1CCC[C@H]1C(=O)N2CCC[C@H]2C(=O)NCC(=O)NCC(O)=O,Cu2+,[5.18],[0],"[0, 5, 6, 8, 9, 15, 16, 22, 23, 26, 27, 30, 31]"
989,N[C@@H](CCC(O)=O)C(=O)NCC(O)=O,Cu2+,[6.0],[0],"[0, 5, 6, 8, 9, 12, 13]"
990,N[C@@H](CO)C(=O)NCC(O)=O,Cu2+,[4.9],[0],"[0, 3, 5, 6, 9, 10]"
991,N[C@@H](Cc1c[nH]cn1)C(=O)NO,Cu2+,[20.23],[0],"[0, 5, 7, 9, 10, 11]"
992,N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](Cc2c[nH]cn2)C(O)=O,Cu2+,[11.1],[0],"[0, 5, 7, 9, 10, 15, 17, 19, 20]"
993,N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](Cc2ccc(O)cc2)C(O)=O,Cu2+,[12.37],[0],"[0, 5, 7, 9, 10, 17, 21, 22]"
994,N[C@@H](Cc1ccc(O)c(N)c1)C(O)=O,Cu2+,[16.62],[0],"[0, 7, 9, 12, 13]"
995,N[C@@H](Cc1ccc(O)cc1)C(=O)NCC(=O)NCC(O)=O,Cu2+,[9.74],[0],"[0, 7, 11, 12, 15, 16, 19, 20]"
996,N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,Cu2+,[11.82],[0],"[0, 7, 11, 12, 17, 18, 20, 21]"
997,N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O,Cu2+,[11.34],[0],"[0, 7, 11, 12, 17, 19, 20, 22, 23]"
998,N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(O)=O,Cu2+,[11.72],[0],"[0, 7, 11, 12, 17, 25, 26]"
999,N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc2c[nH]cn2)C(O)=O,Cu2+,[15.14],[0],"[0, 7, 11, 12, 17, 19, 21, 22]"
1000,N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc3ccc(O)cc3)C(O)=O,Cu2+,[15.09],[0],"[0, 7, 11, 12, 19, 23, 24, 31, 35, 36]"
1001,N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc2ccc(O)cc2)C(O)=O,Cu2+,[13.08],[0],"[0, 7, 11, 12, 19, 23, 24]"
1002,N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc2ccccc2)C(O)=O,Cu2+,[11.9],[0],"[0, 7, 11, 12, 22, 23]"
1003,N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CCC(O)=O)C(O)=O,Cu2+,[11.72],[0],"[0, 7, 11, 12, 17, 18, 20, 21]"
1004,N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CCCNC(N)=N)C(O)=O,Cu2+,[10.85],[0],"[0, 7, 11, 12, 17, 19, 20, 22, 23]"
1005,N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](Cc2c[nH]c3ccccc23)C(O)=O,Cu2+,[11.66],[0],"[0, 7, 11, 12, 17, 25, 26]"
1006,N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](Cc2c[nH]cn2)C(O)=O,Cu2+,[13.87],[0],"[0, 7, 11, 12, 17, 19, 21, 22]"
1007,N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](Cc2ccc(O)cc2)C(O)=O,Cu2+,[12.9],[0],"[0, 7, 11, 12, 19, 23, 24]"
1008,N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](Cc2ccccc2)C(O)=O,Cu2+,[11.42],[0],"[0, 7, 11, 12, 22, 23]"
1009,N[C@@H](Cc1ccccc1)C(=O)NCC(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc3ccccc3)C(O)=O,Cu2+,[4.66],[0],"[0, 10, 11, 14, 15, 21, 22, 32, 33]"
1010,N[C@@H](Cc1ccccc1)C(=O)NCC(O)=O,Cu2+,[4.93],[0],"[0, 10, 11, 14, 15]"
1011,N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc2ccc(O)cc2)C(O)=O,Cu2+,[11.68],[0],"[0, 10, 11, 18, 22, 23]"
1012,N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc2ccccc2)C(O)=O,Cu2+,[5.31],[0],"[0, 10, 11, 21, 22]"
1013,N[C@H](Cc1c[nH]cn1)C(=O)N[C@@H](Cc2c[nH]cn2)C(O)=O,Cu2+,[12.0],[0],"[0, 5, 7, 9, 10, 15, 17, 19, 20]"
1014,Nc1ccc(Cl)cc1N,Cu2+,[4.54],[0],"[0, 8]"
1015,Nc1cccc[n+]1[O-],Cu2+,[0.9],[0],"[0, 6, 7]"
1016,Nc1ncnc2n(cnc12)C3OC(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)C(O)C3O,Cu2+,[6.489999999999999],[0],"[0, 2, 4, 6, 8, 11, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 30]"
1017,Nc1ncnc2n(cnc12)C3OC(CO[P](O)(=O)O[P](O)(O)=O)C(O)C3O,Cu2+,[-1.8566666666666665],[0],"[0, 2, 4, 6, 8, 11, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 26]"
1018,Nc1ncnc2nc[nH]c12,Cu2+,[2.7],[0],"[0, 2, 4, 6, 8]"
1019,O=C1CC(=O)NCCNCCNCCNCCN1,Cu2+,[13.02],[14],"[0, 4, 5, 8, 11, 14, 17]"
1020,O=C1CNCC(=O)NCCNCCNCCNCCN1,Cu2+,[10.56],[3],"[0, 3, 6, 7, 10, 13, 16, 19]"
1021,O=C1CSCC(=O)NCCCNCCNCCCN1,Cu2+,[7.95],[14],"[0, 3, 6, 7, 11, 14, 18]"
