smiles,true_pka,pred_pka,rmse,true_cla,pred_cla,acc,prec,rec,f1,is_train,pka_matrix,func_mapping,func_mapping_pred
CC(C)C[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(O)=O,"[3.180000066757202, 7.679999828338623]","[3.0633327960968018, 7.749192714691162]",0.095913781688528,"[[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(18, 3.18), (5, 7.68)]","{'3.18': 'COOH', '7.68': 'PrimaryAmine'}","{3.0633327960968018: 'COOH', 7.749192714691162: 'PrimaryAmine'}"
OCc1ccncc1,[5.409999847412109],[4.9239420890808105],0.4860577578632734,"[[0, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(5, 5.41)]",{'5.41': 'Pyridine'},{4.9239420890808105: 'Pyridine'}
NCCc1cccc(O)c1,"[9.34000015258789, 10.470000267028809]","[8.951703071594238, 10.461308479309082]",0.2746362838475811,"[[1, 0, 0, 0, 0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(8, 9.34), (0, 10.47)]","{'9.34': 'Phenol', '10.47': 'PrimaryAmine'}","{8.951703071594238: 'Phenol', 10.461308479309082: 'PrimaryAmine'}"
N[C@@H](CC(O)=O)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC(O)=O)C(O)=O,"[1.7999999523162842, 2.0399999618530273, 3.869999885559082, 4.78000020980835, 8.130000114440918]","[2.4246985912323, 3.3358805179595947, 4.226138114929199, 5.20095157623291, 8.41958999633789]",0.7010637162714846,"[[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(4, 1.8), (12, 2.04), (20, 3.87), (23, 4.78), (0, 8.13)]","{'1.8': 'COOH', '2.04': 'COOH', '3.87': 'COOH', '4.78': 'COOH', '8.13': 'PrimaryAmine'}","{2.4246985912323: 'COOH', 3.3358805179595947: 'COOH', 4.226138114929199: 'COOH', 5.20095157623291: 'COOH', 8.41958999633789: 'PrimaryAmine'}"
CCCCSCC(O)=O,[3.630000114440918],[3.719572067260742],0.0895719511495259,"[[0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(7, 3.63)]",{'3.63': 'COOH'},{3.719572067260742: 'COOH'}
N[C@@H](CC(O)=O)C(O)=O,"[1.9500000476837158, 3.7100000381469727, 9.65999984741211]","[2.2367475032806396, 3.7457945346832275, 10.00174617767334]",0.2583898379970213,"[[1, 0, 0, 0, 1, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 1, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(4, 1.95), (7, 3.71), (0, 9.66)]","{'1.95': 'COOH', '3.71': 'COOH', '9.66': 'PrimaryAmine'}","{2.2367475032806396: 'COOH', 3.7457945346832275: 'COOH', 10.00174617767334: 'PrimaryAmine'}"
OC(=O)C1(CCCCC1)C(O)=O,"[3.299999952316284, 5.699999809265137]","[3.3445537090301514, 5.627852916717529]",0.059959199504329,"[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(0, 3.3), (10, 5.7)]","{'3.3': 'COOH', '5.7': 'COOH'}","{3.3445537090301514: 'COOH', 5.627852916717529: 'COOH'}"
CCOC(=O)CN,[7.690000057220459],[8.040166854858398],0.3501667928066023,"[[0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(6, 7.69)]",{'7.69': 'PrimaryAmine'},{8.040166854858398: 'PrimaryAmine'}
CC(C)C[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)CN)C(O)=O,"[3.4200000762939453, 8.029999732971191]","[3.2516276836395264, 8.076016426086426]",0.1234236579690896,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(19, 3.42), (17, 8.03)]","{'3.42': 'COOH', '8.03': 'PrimaryAmine'}","{3.2516276836395264: 'COOH', 8.076016426086426: 'PrimaryAmine'}"
NCCCc1ccncc1,"[5.510000228881836, 9.979999542236328]","[5.36526346206665, 10.118565559387207]",0.1416849877160415,"[[1, 0, 0, 0, 0, 0, 0, 1, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 0, 0, 0, 1, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(7, 5.51), (0, 9.98)]","{'5.51': 'Pyridine', '9.98': 'PrimaryAmine'}","{5.36526346206665: 'Pyridine', 10.118565559387207: 'PrimaryAmine'}"
OC(=O)CN(CC(O)=O)c1ccccc1C(O)=O,"[2.200000047683716, 2.990000009536743, 7.730000019073486]","[2.0592000484466553, 3.4848010540008545, 7.5813188552856445]",0.3091702930326875,"[[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",0.9583333333333331,0.7291666666666666,1.0,0.8309523809523809,True,"[(0, 2.2), (7, 2.99), (4, 7.73)]","{'2.2': 'COOH', '2.99': 'COOH', '7.73': 'TertiaryAmine'}","{2.0592000484466553: 'COOH', 3.4848010540008545: 'COOH', 7.5813188552856445: 'TertiaryAmine'}"
OC(=O)c1ccc(Br)cc1C(O)=O,"[2.5, 4.599999904632568]","[3.099008321762085, 4.73987340927124]",0.4349572163128474,"[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(0, 2.5), (11, 4.6)]","{'2.5': 'COOH', '4.6': 'COOH'}","{3.099008321762085: 'COOH', 4.73987340927124: 'COOH'}"
CC(=O)CC(O)=O,[3.569999933242798],[3.639854669570923],0.069854736328125,"[[0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(5, 3.57)]",{'3.57': 'COOH'},{3.639854669570923: 'COOH'}
OC[P](O)(O)=O,"[1.7000000476837158, 6.989999771118164]","[1.2253425121307373, 6.370091915130615]",0.5520803943291894,"[[0, 0, 0, 1, 1, 0], [0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 1, 1, 0], [0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(3, 1.7), (4, 6.99)]","{'1.7': 'Phosphate', '6.99': 'Phosphate'}","{1.2253425121307373: 'Phosphate', 6.370091915130615: 'Phosphate'}"
OC(=O)C[Se]CCC=C,[3.7699999809265137],[3.4882304668426514],0.2817695111133815,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(0, 3.77)]",{'3.77': 'COOH'},{3.4882304668426514: 'COOH'}
NCC(=O)N1CCC[C@H]1C(=O)NCC(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(O)=O,"[3.2200000286102295, 8.289999961853027]","[3.1732985973358154, 7.992120265960693]",0.2132056905886339,"[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(30, 3.22), (0, 8.29)]","{'3.22': 'COOH', '8.29': 'PrimaryAmine'}","{3.1732985973358154: 'COOH', 7.992120265960693: 'PrimaryAmine'}"
O[C@H]1CCCC[C@H]1C(O)=O,[4.599999904632568],[3.9325077533721924],0.6674921443562677,"[[0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(8, 4.6)]",{'4.6': 'COOH'},{3.9325077533721924: 'COOH'}
NC1CCCCC1,[10.619999885559082],[9.766140937805176],0.8538589310863135,"[[1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(0, 10.62)]",{'10.62': 'PrimaryAmine'},{9.766140937805176: 'PrimaryAmine'}
CCCCCC(C(O)=O)C(O)=O,"[2.799999952316284, 5.539999961853027]","[3.082249402999878, 5.557749271392822]",0.1999747387012692,"[[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(7, 2.8), (10, 5.54)]","{'2.8': 'COOH', '5.54': 'COOH'}","{3.082249402999878: 'COOH', 5.557749271392822: 'COOH'}"
COc1ccc(NCC(O)=O)cc1,"[2.0, 9.069999694824219]","[3.084066152572632, 8.73919677734375]",0.801445550548081,"[[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(9, 2.0), (6, 9.07)]","{'2.0': 'COOH', '9.07': 'SecondaryAmine'}","{3.084066152572632: 'COOH', 8.73919677734375: 'SecondaryAmine'}"
COC(=O)CCC(N)C(=O)OC,[7.03000020980835],[7.4645676612854],0.4345674493245304,"[[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(7, 7.03)]",{'7.03': 'PrimaryAmine'},{7.4645676612854: 'PrimaryAmine'}
C[C@H](NC(=O)[C@H](C)NC(=O)CN)C(O)=O,"[3.2699999809265137, 7.989999771118164]","[3.0797324180603027, 8.036357879638672]",0.1384753056349431,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(13, 3.27), (11, 7.99)]","{'3.27': 'COOH', '7.99': 'PrimaryAmine'}","{3.0797324180603027: 'COOH', 8.036357879638672: 'PrimaryAmine'}"
CC(C)C[C@H](N)C(=O)NCC(O)=O,"[3.109999895095825, 8.0]","[3.1231067180633545, 7.934665203094482]",0.0471191282717041,"[[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(11, 3.11), (5, 8.0)]","{'3.11': 'COOH', '8.0': 'PrimaryAmine'}","{3.1231067180633545: 'COOH', 7.934665203094482: 'PrimaryAmine'}"
Oc1cccc(c1)C#N,[8.359999656677246],[8.447278022766113],0.0872783660680259,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(0, 8.36)]",{'8.36': 'Phenol'},{8.447278022766113: 'Phenol'}
OC(=O)CNC(S)=S,"[3.75, 6.670000076293945]","[2.9552114009857178, 7.4832353591918945]",0.8040648338263244,"[[1, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(0, 3.75), (6, 6.67)]","{'3.75': 'COOH', '6.67': 'Thiol'}","{2.9552114009857178: 'COOH', 7.4832353591918945: 'Thiol'}"
Cc1cc(ccc1N(CC(O)=O)CC(O)=O)N(CC(O)=O)CC(O)=O,"[2.2699999809265137, 3.069999933242798, 4.960000038146973, 7.099999904632568]","[2.2281320095062256, 3.5292704105377197, 4.78524112701416, 6.949001789093018]",0.2578872803405,"[[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",0.936,0.62,1.0,0.7433333333333333,True,"[(10, 2.27), (14, 3.07), (19, 4.96), (7, 7.1)]","{'2.27': 'COOH', '3.07': 'COOH', '4.96': 'COOH', '7.1': 'TertiaryAmine'}","{2.2281320095062256: 'COOH', 3.5292704105377197: 'COOH', 4.78524112701416: 'COOH', 6.949001789093018: 'TertiaryAmine'}"
OC(=O)CCSCC(O)=O,"[3.2699999809265137, 4.340000152587891]","[3.5892980098724365, 4.376810073852539]",0.2272731881245362,"[[1, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(0, 3.27), (8, 4.34)]","{'3.27': 'COOH', '4.34': 'COOH'}","{3.5892980098724365: 'COOH', 4.376810073852539: 'COOH'}"
CC(C)C[C@H](N)C(=O)NO,"[7.139999866485596, 9.100000381469727]","[7.711764335632324, 9.438759803771973]",0.4699322097669282,"[[0, 0, 0, 0, 0, 1, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 1, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(5, 7.14), (9, 9.1)]","{'7.14': 'PrimaryAmine', '9.1': 'NHydroxylamine'}","{7.711764335632324: 'PrimaryAmine', 9.438759803771973: 'NHydroxylamine'}"
OC(=O)CC(O)=O,"[2.6649999618530273, 5.329999923706055]","[2.4294769763946533, 5.184022426605225]",0.1959343072031824,"[[1, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(0, 2.665), (5, 5.33)]","{'2.665': 'COOH', '5.33': 'COOH'}","{2.4294769763946533: 'COOH', 5.184022426605225: 'COOH'}"
OC(=O)C[Se]c1ccccc1,[3.640000104904175],[3.6224558353424072],0.0175442692442476,"[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(0, 3.64)]",{'3.64': 'COOH'},{3.6224558353424072: 'COOH'}
CC(O)C(O)=O,[3.6700000762939453],[2.9725520610809326],0.6974480227447362,"[[0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(4, 3.67)]",{'3.67': 'COOH'},{2.9725520610809326: 'COOH'}
OCCCCCc1ccccn1,[5.929999828338623],[5.671972274780273],0.2580275505653565,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(11, 5.93)]",{'5.93': 'Pyridine'},{5.671972274780273: 'Pyridine'}
NCCC(O)=O,"[3.509999990463257, 10.079999923706055]","[2.5119736194610596, 9.560070991516113]",0.7957332135346572,"[[1, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(4, 3.51), (0, 10.08)]","{'3.51': 'COOH', '10.08': 'PrimaryAmine'}","{2.5119736194610596: 'COOH', 9.560070991516113: 'PrimaryAmine'}"
Brc1cc2cccnc2c3ncccc13,[4.090000152587891],[3.1487789154052734],0.9412212269147966,"[[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(7, 4.09)]",{'4.09': 'Pyridine'},{3.1487789154052734: 'Pyridine'}
